# Forces        
# CofR          : (0.000000000e+00 0.000000000e+00 0.000000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
3               	((-2.102664901e+01 6.685580308e+00 -1.814720432e-16) (4.193145928e+00 -7.121856551e-01 6.949963620e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.671395077e+00 -5.256662252e+00 3.070053218e+01) (1.780464138e-01 1.048286482e+00 2.639581623e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.04            	((-2.108091015e+01 6.759333722e+00 -1.786498978e-16) (4.180671183e+00 -7.227473131e-01 6.772557407e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.689833430e+00 -5.270227537e+00 3.058736926e+01) (1.806868283e-01 1.045167796e+00 2.620056183e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.08            	((-2.114702183e+01 6.760029205e+00 -1.769221649e-16) (4.172905341e+00 -7.347366854e-01 6.627853602e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.690007301e+00 -5.286755458e+00 3.049723862e+01) (1.836841713e-01 1.043226335e+00 2.604302075e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.12            	((-2.123455000e+01 6.702105283e+00 -1.764458607e-16) (4.176082361e+00 -7.426582590e-01 6.535933288e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.675526321e+00 -5.308637499e+00 3.043106455e+01) (1.856645648e-01 1.044020590e+00 2.591467292e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.16            	((-2.135234201e+01 6.603329768e+00 -1.771461140e-16) (4.194561298e+00 -7.437227735e-01 6.500732612e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.650832442e+00 -5.338085504e+00 3.038153853e+01) (1.859306934e-01 1.048640325e+00 2.579557108e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.2             	((-2.151376461e+01 6.482010979e+00 -1.787258182e-16) (4.230589961e+00 -7.377730400e-01 6.512326975e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.620502745e+00 -5.378441153e+00 3.033184750e+01) (1.844432600e-01 1.057647490e+00 2.565668190e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.24            	((-2.171512021e+01 6.335018114e+00 -1.807598630e-16) (4.284533168e+00 -7.267609387e-01 6.543331551e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.583754529e+00 -5.428780052e+00 3.028041178e+01) (1.816902347e-01 1.071133292e+00 2.547705179e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.28            	((-2.187275504e+01 6.217952548e+00 -1.825987373e-16) (4.351043107e+00 -7.151502178e-01 6.572636747e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.554488137e+00 -5.468188761e+00 3.021743297e+01) (1.787875544e-01 1.087760777e+00 2.523972005e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.32            	((-2.218264346e+01 6.139948371e+00 -1.842292364e-16) (4.424316990e+00 -7.035645212e-01 6.592348270e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.534987093e+00 -5.545660866e+00 3.012903025e+01) (1.758911303e-01 1.106079248e+00 2.496335603e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.36            	((-2.254781874e+01 6.089466568e+00 -1.853110300e-16) (4.503571578e+00 -6.964029726e-01 6.577396614e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.522366642e+00 -5.636954684e+00 3.001862197e+01) (1.741007431e-01 1.125892894e+00 2.462550130e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.4             	((-2.294424205e+01 6.067096859e+00 -1.857346246e-16) (4.583239518e+00 -6.955963726e-01 6.520407488e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.516774215e+00 -5.736060513e+00 2.990156044e+01) (1.738990932e-01 1.145809880e+00 2.425288629e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.44            	((-2.337173369e+01 6.070312689e+00 -1.856022551e-16) (4.658730039e+00 -7.037077252e-01 6.427811577e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.517578172e+00 -5.842933422e+00 2.978485718e+01) (1.759269313e-01 1.164682510e+00 2.387093587e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.48            	((-2.376659020e+01 6.038167409e+00 -1.851138731e-16) (4.728379537e+00 -7.176730462e-01 6.299176402e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.509541852e+00 -5.941647551e+00 2.967847518e+01) (1.794182616e-01 1.182094884e+00 2.349151804e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.52            	((-2.411416535e+01 6.040762044e+00 -1.845416268e-16) (4.790029808e+00 -7.373901456e-01 6.169466979e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.510190511e+00 -6.028541338e+00 2.958666292e+01) (1.843475364e-01 1.197507452e+00 2.314636627e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.56            	((-2.449199260e+01 6.038972318e+00 -1.842052113e-16) (4.845183489e+00 -7.543565087e-01 6.058967888e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.509743079e+00 -6.122998149e+00 2.950984348e+01) (1.885891272e-01 1.211295872e+00 2.281875351e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.6             	((-2.475658594e+01 6.065457386e+00 -1.841636352e-16) (4.898333278e+00 -7.713171546e-01 5.961977262e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.516364346e+00 -6.189146486e+00 2.945200171e+01) (1.928292887e-01 1.224583320e+00 2.251942562e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.64            	((-2.513021106e+01 6.037442650e+00 -1.848300656e-16) (4.950014997e+00 -7.895804153e-01 5.904671748e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.509360662e+00 -6.282552766e+00 2.940573682e+01) (1.973951038e-01 1.237503749e+00 2.224628887e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.68            	((-2.547440430e+01 6.015823623e+00 -1.859532078e-16) (5.001984801e+00 -8.049854858e-01 5.879280909e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.503955906e+00 -6.368601075e+00 2.937457558e+01) (2.012463714e-01 1.250496200e+00 2.200985532e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.72            	((-2.580577726e+01 5.991485802e+00 -1.874444175e-16) (5.052903272e+00 -8.170429902e-01 5.883116202e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.497871451e+00 -6.451444315e+00 2.935813875e+01) (2.042607476e-01 1.263225818e+00 2.180665383e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.76            	((-2.612333489e+01 5.963519112e+00 -1.891555635e-16) (5.102622218e+00 -8.261397248e-01 5.907949416e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.490879778e+00 -6.530833722e+00 2.935099965e+01) (2.065349312e-01 1.275655555e+00 2.162668398e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.8             	((-2.642634843e+01 5.939188533e+00 -1.909236796e-16) (5.150981840e+00 -8.330427852e-01 5.943776871e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.484797133e+00 -6.606587109e+00 2.934953287e+01) (2.082606963e-01 1.287745460e+00 2.146208695e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.84            	((-2.671526734e+01 5.922051291e+00 -1.925985717e-16) (5.196934104e+00 -8.388294427e-01 5.982108316e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.480512823e+00 -6.678816835e+00 2.935218127e+01) (2.097073607e-01 1.299233526e+00 2.131051196e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.88            	((-2.699241058e+01 5.915879773e+00 -1.940716302e-16) (5.239027419e+00 -8.443182910e-01 6.016617684e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.478969943e+00 -6.748102646e+00 2.935977230e+01) (2.110795727e-01 1.309756855e+00 2.117379868e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.92            	((-2.725358140e+01 5.919759793e+00 -1.952846796e-16) (5.276568918e+00 -8.503903434e-01 6.043234910e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.479939948e+00 -6.813395350e+00 2.937144349e+01) (2.125975858e-01 1.319142229e+00 2.105141090e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.96            	((-2.748559000e+01 5.933638710e+00 -1.962288490e-16) (5.309219280e+00 -8.573389243e-01 6.060601229e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.483409677e+00 -6.871397500e+00 2.938674472e+01) (2.143347311e-01 1.327304820e+00 2.094257672e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4               	((-2.770403264e+01 5.954690208e+00 -1.969858836e-16) (5.338100304e+00 -8.655288941e-01 6.073134622e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.488672552e+00 -6.926008161e+00 2.941136552e+01) (2.163822235e-01 1.334525076e+00 2.085308278e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.04            	((-2.790203072e+01 5.970589052e+00 -1.976356206e-16) (5.362531400e+00 -8.751911371e-01 6.084201194e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.492647263e+00 -6.975507679e+00 2.943819695e+01) (2.187977843e-01 1.340632850e+00 2.077463404e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.08            	((-2.804456587e+01 5.978132890e+00 -1.982477665e-16) (5.382658387e+00 -8.847154825e-01 6.092378183e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.494533222e+00 -7.011141467e+00 2.947009622e+01) (2.211788706e-01 1.345664597e+00 2.070954964e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.12            	((-2.818130356e+01 5.980128079e+00 -1.989789340e-16) (5.399749642e+00 -8.934394016e-01 6.116280608e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.495032020e+00 -7.045325890e+00 2.950396504e+01) (2.233598504e-01 1.349937410e+00 2.065399015e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.16            	((-2.829282363e+01 5.979553033e+00 -1.998701264e-16) (5.414784412e+00 -9.010556977e-01 6.152505078e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.494888258e+00 -7.073205908e+00 2.954082002e+01) (2.252639244e-01 1.353696103e+00 2.060888989e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.2             	((-2.838633067e+01 5.972924751e+00 -2.009514952e-16) (5.429155325e+00 -9.073521395e-01 6.201908579e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.493231188e+00 -7.096582668e+00 2.957974694e+01) (2.268380349e-01 1.357288831e+00 2.057111313e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.24            	((-2.846799638e+01 5.959446160e+00 -2.022016953e-16) (5.443716805e+00 -9.122524486e-01 6.262516059e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.489861540e+00 -7.116999094e+00 2.962105740e+01) (2.280631121e-01 1.360929201e+00 2.053720894e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.28            	((-2.854422543e+01 5.943366812e+00 -2.035708002e-16) (5.459042969e+00 -9.156847499e-01 6.331808023e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.485841703e+00 -7.136056359e+00 2.966180012e+01) (2.289211875e-01 1.364760742e+00 2.050332809e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.32            	((-2.861675659e+01 5.919309933e+00 -2.050130925e-16) (5.475434081e+00 -9.179880646e-01 6.406204248e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.479827483e+00 -7.154189147e+00 2.970044148e+01) (2.294970162e-01 1.368858520e+00 2.046746826e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.36            	((-2.868219520e+01 5.886841120e+00 -2.064633875e-16) (5.492635081e+00 -9.195316656e-01 6.481162567e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.471710280e+00 -7.170548801e+00 2.973853796e+01) (2.298829164e-01 1.373158770e+00 2.042953590e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.4             	((-2.874746959e+01 5.855556642e+00 -2.078706524e-16) (5.510259670e+00 -9.207879917e-01 6.555397160e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.463889161e+00 -7.186867396e+00 2.977541895e+01) (2.301969979e-01 1.377564918e+00 2.038836656e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.44            	((-2.881658205e+01 5.822165150e+00 -2.092052582e-16) (5.527936664e+00 -9.223665786e-01 6.627094187e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.455541288e+00 -7.204145514e+00 2.981180405e+01) (2.305916446e-01 1.381984166e+00 2.034448863e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.48            	((-2.888677920e+01 5.785658294e+00 -2.104505795e-16) (5.545189362e+00 -9.244036907e-01 6.695187250e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.446414574e+00 -7.221694800e+00 2.984634885e+01) (2.311009227e-01 1.386297340e+00 2.029887963e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.52            	((-2.895771506e+01 5.745896358e+00 -2.116148194e-16) (5.561684461e+00 -9.271664260e-01 6.759818402e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.436474089e+00 -7.239428764e+00 2.988156535e+01) (2.317916065e-01 1.390421115e+00 2.025210059e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.56            	((-2.902423037e+01 5.703750810e+00 -2.127236963e-16) (5.577318879e+00 -9.306549703e-01 6.822084438e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.425937703e+00 -7.256057593e+00 2.991824501e+01) (2.326637426e-01 1.394329720e+00 2.020478249e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.6             	((-2.909098667e+01 5.658981346e+00 -2.138081387e-16) (5.592194113e+00 -9.347889574e-01 6.883923338e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.414745336e+00 -7.272746666e+00 2.995669137e+01) (2.336972393e-01 1.398048528e+00 2.015793941e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.64            	((-2.916872627e+01 5.614248409e+00 -2.149058805e-16) (5.607019005e+00 -9.406021414e-01 6.946897337e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.403562102e+00 -7.292181568e+00 2.999973487e+01) (2.351505353e-01 1.401754751e+00 2.011645159e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.68            	((-2.922915172e+01 5.564963131e+00 -2.160090743e-16) (5.620254852e+00 -9.450904177e-01 7.013195023e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.391240783e+00 -7.307287930e+00 3.004064543e+01) (2.362726044e-01 1.405063713e+00 2.007217909e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.72            	((-2.928404030e+01 5.499788125e+00 -2.171685942e-16) (5.633657441e+00 -9.500135204e-01 7.081751940e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.374947031e+00 -7.321010075e+00 3.008221329e+01) (2.375033801e-01 1.408414360e+00 2.002640167e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.76            	((-2.933726916e+01 5.430566672e+00 -2.183932955e-16) (5.647269564e+00 -9.551847389e-01 7.155016764e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.357641668e+00 -7.334317289e+00 3.012442710e+01) (2.387961847e-01 1.411817391e+00 1.998118449e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.8             	((-2.942420273e+01 5.383134901e+00 -2.196703326e-16) (5.661754240e+00 -9.603249974e-01 7.228711502e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.345783725e+00 -7.356050682e+00 3.017917893e+01) (2.400812493e-01 1.415438560e+00 1.994207327e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.84            	((-2.946300972e+01 5.281161366e+00 -2.209843257e-16) (5.675350032e+00 -9.664021080e-01 7.313127180e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.320290342e+00 -7.365752430e+00 3.020815494e+01) (2.416005270e-01 1.418837508e+00 1.989198444e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.88            	((-2.951558392e+01 5.208915200e+00 -2.222979914e-16) (5.689498773e+00 -9.713865882e-01 7.396358039e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.302228800e+00 -7.378895979e+00 3.024901215e+01) (2.428466471e-01 1.422374693e+00 1.984414562e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.92            	((-2.956644479e+01 5.128673291e+00 -2.236147832e-16) (5.703788950e+00 -9.762667782e-01 7.480687478e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.282168323e+00 -7.391611198e+00 3.029121193e+01) (2.440666945e-01 1.425947238e+00 1.979532251e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.96            	((-2.963603551e+01 5.067395884e+00 -2.249108472e-16) (5.719173769e+00 -9.817903320e-01 7.557568453e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.266848971e+00 -7.409008878e+00 3.034342830e+01) (2.454475830e-01 1.429793442e+00 1.974519041e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5               	((-2.968327369e+01 4.980704680e+00 -2.261413702e-16) (5.733563753e+00 -9.883292313e-01 7.636863228e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.245176170e+00 -7.420818422e+00 3.038903016e+01) (2.470823078e-01 1.433390938e+00 1.969659020e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.04            	((-2.974243947e+01 4.886516068e+00 -2.273110177e-16) (5.747763277e+00 -9.963560654e-01 7.713354743e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.221629017e+00 -7.435609868e+00 3.043920892e+01) (2.490890164e-01 1.436940819e+00 1.964923819e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.08            	((-2.978363868e+01 4.792991921e+00 -2.283746779e-16) (5.760395089e+00 -1.004263571e+00 7.786177523e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.198247980e+00 -7.445909670e+00 3.049241420e+01) (2.510658927e-01 1.440098772e+00 1.960239182e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.12            	((-2.981357717e+01 4.692615827e+00 -2.293541504e-16) (5.771701574e+00 -1.012186571e+00 7.857138816e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.173153957e+00 -7.453394293e+00 3.054816308e+01) (2.530466426e-01 1.442925393e+00 1.955714866e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.16            	((-2.983105131e+01 4.583699366e+00 -2.302621480e-16) (5.781610200e+00 -1.020224507e+00 7.927120271e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.145924842e+00 -7.457762827e+00 3.060635324e+01) (2.550561269e-01 1.445402550e+00 1.951518419e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.2             	((-2.985487891e+01 4.483368297e+00 -2.311460981e-16) (5.790297129e+00 -1.028214521e+00 8.001653157e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.120842074e+00 -7.463719729e+00 3.066812598e+01) (2.570536303e-01 1.447574282e+00 1.947790462e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.24            	((-2.983972307e+01 4.380116274e+00 -2.319793004e-16) (5.797184624e+00 -1.035168931e+00 8.075749883e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.095029069e+00 -7.459930768e+00 3.073038439e+01) (2.587922328e-01 1.449296156e+00 1.944347032e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.28            	((-2.982580303e+01 4.278058820e+00 -2.328196627e-16) (5.803787086e+00 -1.042543373e+00 8.154172326e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.069514705e+00 -7.456450758e+00 3.079185535e+01) (2.606358434e-01 1.450946772e+00 1.940744554e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.32            	((-2.979893146e+01 4.173605857e+00 -2.336613606e-16) (5.809638321e+00 -1.049753415e+00 8.234961248e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.043401464e+00 -7.449732864e+00 3.085538679e+01) (2.624383537e-01 1.452409580e+00 1.937425898e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.36            	((-2.976889577e+01 4.074605896e+00 -2.345072269e-16) (5.814889268e+00 -1.056762383e+00 8.317800074e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.018651474e+00 -7.442223943e+00 3.091910518e+01) (2.641905958e-01 1.453722317e+00 1.934431708e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.4             	((-2.973545315e+01 3.972341586e+00 -2.353488423e-16) (5.820647510e+00 -1.063807959e+00 8.401057433e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-9.930853966e-01 -7.433863287e+00 3.097858132e+01) (2.659519898e-01 1.455161877e+00 1.930928850e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.44            	((-2.968713989e+01 3.875699050e+00 -2.361251009e-16) (5.825436389e+00 -1.069964152e+00 8.484261262e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-9.689247626e-01 -7.421784973e+00 3.104254008e+01) (2.674910381e-01 1.456359097e+00 1.927852412e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.48            	((-2.960400642e+01 3.750250445e+00 -2.368008961e-16) (5.828316973e+00 -1.075915598e+00 8.569288291e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-9.375626113e-01 -7.401001605e+00 3.110059838e+01) (2.689788994e-01 1.457079243e+00 1.925043878e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.52            	((-2.957147295e+01 3.685126611e+00 -2.374204282e-16) (5.833277812e+00 -1.081141326e+00 8.647185139e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-9.212816527e-01 -7.392868237e+00 3.116903531e+01) (2.702853315e-01 1.458319453e+00 1.921981832e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.56            	((-2.951634238e+01 3.607959980e+00 -2.379216175e-16) (5.836604654e+00 -1.085880620e+00 8.727538881e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-9.019899950e-01 -7.379085596e+00 3.123348356e+01) (2.714701549e-01 1.459151163e+00 1.919424502e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.6             	((-2.945899118e+01 3.525169547e+00 -2.382756999e-16) (5.838744486e+00 -1.090159232e+00 8.803903874e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-8.812923868e-01 -7.364747795e+00 3.130083345e+01) (2.725398080e-01 1.459686121e+00 1.916975367e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.64            	((-2.937636008e+01 3.440473305e+00 -2.384572715e-16) (5.840523971e+00 -1.094555480e+00 8.871907799e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-8.601183263e-01 -7.344090021e+00 3.136662544e+01) (2.736388699e-01 1.460130993e+00 1.914239921e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.68            	((-2.930535215e+01 3.358725317e+00 -2.384713058e-16) (5.841181566e+00 -1.099003883e+00 8.935980004e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-8.396813293e-01 -7.326338038e+00 3.143380902e+01) (2.747509706e-01 1.460295391e+00 1.911610341e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.72            	((-2.922973358e+01 3.279199178e+00 -2.382744730e-16) (5.840408520e+00 -1.103709233e+00 8.993254090e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-8.197997944e-01 -7.307433395e+00 3.150848147e+01) (2.759273083e-01 1.460102130e+00 1.909818058e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.76            	((-2.907052557e+01 3.193358317e+00 -2.377924677e-16) (5.837145437e+00 -1.108315490e+00 9.042993932e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-7.983395792e-01 -7.267631393e+00 3.157357882e+01) (2.770788725e-01 1.459286359e+00 1.908243547e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.8             	((-2.896726687e+01 3.106747024e+00 -2.371396451e-16) (5.832926120e+00 -1.112590662e+00 9.083415128e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-7.766867561e-01 -7.241816718e+00 3.165028548e+01) (2.781476654e-01 1.458231530e+00 1.906762944e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.84            	((-2.885386847e+01 3.018229973e+00 -2.362419279e-16) (5.826427534e+00 -1.116406542e+00 9.116420256e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-7.545574933e-01 -7.213467116e+00 3.172603072e+01) (2.791016356e-01 1.456606883e+00 1.905447447e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.88            	((-2.884935192e+01 2.947043068e+00 -2.352063693e-16) (5.821017242e+00 -1.120816715e+00 9.143503572e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-7.367607671e-01 -7.212337980e+00 3.181335447e+01) (2.802041787e-01 1.455254310e+00 1.904384664e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.92            	((-2.880361826e+01 2.881599547e+00 -2.338829661e-16) (5.815516162e+00 -1.128178052e+00 9.158072542e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-7.203998867e-01 -7.200904566e+00 3.189643253e+01) (2.820445130e-01 1.453879040e+00 1.902971813e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.96            	((-2.871784258e+01 2.801173542e+00 -2.321742523e-16) (5.806012132e+00 -1.135222955e+00 9.154967407e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-7.002933855e-01 -7.179460646e+00 3.198474145e+01) (2.838057387e-01 1.451503033e+00 1.901988867e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
6               	((-2.866625656e+01 2.670400089e+00 -2.300113859e-16) (5.790520918e+00 -1.144751895e+00 9.146272605e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-6.676000223e-01 -7.166564139e+00 3.208021911e+01) (2.861879736e-01 1.447630230e+00 1.904242141e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
6.04            	((-2.856872971e+01 2.563673005e+00 -2.272014820e-16) (5.774027008e+00 -1.152505432e+00 9.097702776e-17) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-6.409182512e-01 -7.142182427e+00 3.218197754e+01) (2.881263579e-01 1.443506752e+00 1.905273933e+00) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
