# Forces        
# CofR          : (0.000000000e+00 0.000000000e+00 0.000000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
0.44            	((5.452413506e-01 -9.764741878e-05 1.090191683e-19) (4.803065540e-01 -2.031841953e-05 -1.133210333e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((2.441185470e-05 1.363103376e-01 -5.265096085e-13) (5.079604883e-06 1.200766385e-01 -1.600612976e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.48            	((5.359930260e-01 -1.130165323e-04 1.073547666e-19) (4.650974723e-01 -1.942771529e-05 -1.115526369e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((2.825413307e-05 1.339982565e-01 -5.503674773e-13) (4.856928822e-06 1.162743681e-01 -1.863542884e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.52            	((5.283977117e-01 7.923533554e-05 1.059477271e-19) (4.519101731e-01 1.484221162e-06 -1.100192790e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.980883389e-05 1.320994279e-01 -5.692510265e-13) (-3.710552906e-07 1.129775433e-01 -2.179081998e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.56            	((5.220478639e-01 8.652872750e-05 1.047736460e-19) (4.403739645e-01 1.552804200e-05 -1.086014532e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-2.163218188e-05 1.305119660e-01 -5.802630512e-13) (-3.882010499e-06 1.100934911e-01 -2.522477319e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.6             	((5.167494014e-01 1.220081801e-04 1.037692150e-19) (4.301823656e-01 2.676007782e-05 -1.073515673e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-3.050204502e-05 1.291873504e-01 -5.774792537e-13) (-6.690019454e-06 1.075455914e-01 -2.883766952e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.64            	((5.121957032e-01 1.810139404e-04 1.029260850e-19) (4.211161340e-01 3.337505889e-05 -1.062195789e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-4.525348511e-05 1.280489258e-01 -5.658769894e-13) (-8.343764722e-06 1.052790335e-01 -3.250499664e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.68            	((5.082869780e-01 3.307939385e-04 1.021847135e-19) (4.129968947e-01 5.731142750e-05 -1.051391012e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-8.269848463e-05 1.270717445e-01 -5.586948005e-13) (-1.432785688e-05 1.032492237e-01 -3.607651985e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.72            	((5.050184562e-01 3.434038897e-04 1.015048599e-19) (4.056913094e-01 7.758995494e-05 -1.041302175e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-8.585097242e-05 1.262546141e-01 -5.708560794e-13) (-1.939748873e-05 1.014228273e-01 -3.937447541e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.76            	((5.021737764e-01 3.300094450e-04 1.009174379e-19) (3.990733408e-01 9.151281333e-05 -1.032164972e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-8.250236124e-05 1.255434441e-01 -5.593780647e-13) (-2.287820333e-05 9.976833519e-02 -4.237764823e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.8             	((4.996425328e-01 2.772811210e-04 1.004097231e-19) (3.930439195e-01 9.818834308e-05 -1.023440527e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-6.932028026e-05 1.249106332e-01 -5.305335164e-13) (-2.454708577e-05 9.826097988e-02 -4.506170409e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.84            	((4.973332369e-01 6.440987330e-04 9.988607299e-20) (3.875294789e-01 1.331947480e-04 -1.016580450e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.610246833e-04 1.243333092e-01 -5.828850857e-13) (-3.329868700e-05 9.688236973e-02 -4.740994439e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.88            	((4.953523660e-01 6.306802763e-04 9.945459018e-20) (3.824741487e-01 1.528692025e-04 -1.008943886e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.576700691e-04 1.238380915e-01 -5.529120998e-13) (-3.821730063e-05 9.561853719e-02 -4.932568919e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.92            	((4.936082061e-01 6.706397123e-04 9.906091870e-20) (3.778292167e-01 1.693666856e-04 -1.001967803e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.676599281e-04 1.234020515e-01 -5.842004398e-13) (-4.234167140e-05 9.445730418e-02 -5.084212358e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.96            	((4.919674889e-01 7.431613662e-04 9.870352644e-20) (3.735403674e-01 1.881604721e-04 -9.955219974e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.857903415e-04 1.229918722e-01 -5.777251507e-13) (-4.704011803e-05 9.338509186e-02 -5.195014271e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1               	((4.902804100e-01 6.856146112e-04 9.837420159e-20) (3.695618269e-01 1.973351154e-04 -9.892361426e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.714036528e-04 1.225701025e-01 -5.749235723e-13) (-4.933377885e-05 9.239045672e-02 -5.222156135e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.04            	((4.888256764e-01 7.088185625e-04 9.808921393e-20) (3.658660676e-01 2.094105471e-04 -9.835980541e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.772046406e-04 1.222064191e-01 -5.498800200e-13) (-5.235263678e-05 9.146651689e-02 -5.216895175e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.08            	((4.875806683e-01 7.219625763e-04 9.776671218e-20) (3.624338702e-01 2.225900526e-04 -9.777434357e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.804906441e-04 1.218951671e-01 -5.716592564e-13) (-5.564751316e-05 9.060846755e-02 -5.204861302e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.12            	((4.862674967e-01 7.445426499e-04 9.749411036e-20) (3.592223442e-01 2.332363575e-04 -9.725437261e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.861356625e-04 1.215668742e-01 -5.741401278e-13) (-5.830908937e-05 8.980558605e-02 -5.179227741e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.16            	((4.850673966e-01 7.626491825e-04 9.723633031e-20) (3.562136963e-01 2.436789180e-04 -9.675351209e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.906622956e-04 1.212668491e-01 -5.742361881e-13) (-6.091972949e-05 8.905342408e-02 -5.141929398e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.2             	((4.838877465e-01 7.433909690e-04 9.698594252e-20) (3.533878487e-01 2.518852499e-04 -9.627484242e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.858477423e-04 1.209719366e-01 -5.678432984e-13) (-6.297131249e-05 8.834696217e-02 -5.091708963e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.24            	((4.828392544e-01 7.820901578e-04 9.676653440e-20) (3.507329933e-01 2.598182443e-04 -9.583021708e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.955225394e-04 1.207098136e-01 -5.751972249e-13) (-6.495456108e-05 8.768324834e-02 -5.029958026e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.28            	((4.816484126e-01 7.923556505e-04 9.655505392e-20) (3.482178219e-01 2.683743181e-04 -9.535219831e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.980889126e-04 1.204121031e-01 -5.623047600e-13) (-6.709357953e-05 8.705445547e-02 -4.965157665e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.32            	((4.806289464e-01 7.900112694e-04 9.633996602e-20) (3.458499410e-01 2.763564657e-04 -9.492373920e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.975028173e-04 1.201572366e-01 -5.616585756e-13) (-6.908911643e-05 8.646248525e-02 -4.888602872e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.36            	((4.795825304e-01 7.816337172e-04 9.612964805e-20) (3.436057525e-01 2.826485381e-04 -9.450906939e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.954084293e-04 1.198956326e-01 -5.650651388e-13) (-7.066213453e-05 8.590143812e-02 -4.805740649e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.4             	((4.785577063e-01 7.387360732e-04 9.592570708e-20) (3.414763065e-01 2.861865564e-04 -9.410779446e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.846840183e-04 1.196394266e-01 -5.694936710e-13) (-7.154663910e-05 8.536907662e-02 -4.718627061e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.44            	((4.774756036e-01 7.900330815e-04 9.575197423e-20) (3.394515489e-01 2.918408465e-04 -9.372090239e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.975082704e-04 1.193689009e-01 -5.619469733e-13) (-7.296021162e-05 8.486288722e-02 -4.628854939e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.48            	((4.765652964e-01 8.440293180e-04 9.554924955e-20) (3.375241670e-01 3.018197216e-04 -9.334555947e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-2.110073295e-04 1.191413241e-01 -5.748838905e-13) (-7.545493040e-05 8.438104175e-02 -4.537448749e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.52            	((4.756909789e-01 8.274873357e-04 9.536090481e-20) (3.356982590e-01 3.088249215e-04 -9.298507104e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-2.068718339e-04 1.189227447e-01 -5.716885298e-13) (-7.720623038e-05 8.392456476e-02 -4.444464094e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.56            	((4.747163378e-01 8.477670164e-04 9.518981407e-20) (3.339501666e-01 3.159431603e-04 -9.263467519e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-2.119417541e-04 1.186790845e-01 -5.750987794e-13) (-7.898579008e-05 8.348754164e-02 -4.351093252e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.6             	((4.738586811e-01 8.144993539e-04 9.502148845e-20) (3.322823367e-01 3.205614236e-04 -9.230044802e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-2.036248385e-04 1.184646703e-01 -5.729015352e-13) (-8.014035590e-05 8.307058418e-02 -4.258113408e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.64            	((4.727860716e-01 8.262716205e-04 9.485485710e-20) (3.306787854e-01 3.257351836e-04 -9.193975526e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-2.065679051e-04 1.181965179e-01 -5.714304897e-13) (-8.143379590e-05 8.266969636e-02 -4.163822741e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.68            	((4.718992188e-01 8.718373065e-04 9.469009233e-20) (3.291428339e-01 3.327687437e-04 -9.161080748e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-2.179593266e-04 1.179748047e-01 -5.752785401e-13) (-8.319218593e-05 8.228570848e-02 -4.064064771e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.72            	((4.709823723e-01 8.492492536e-04 9.452383518e-20) (3.276717047e-01 3.385669715e-04 -9.129596259e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-2.123123134e-04 1.177455931e-01 -5.909487309e-13) (-8.464174288e-05 8.191792617e-02 -3.960778118e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.76            	((4.700499251e-01 8.452236325e-04 9.437229247e-20) (3.262566659e-01 3.416085349e-04 -9.097943544e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-2.113059081e-04 1.175124813e-01 -5.865748425e-13) (-8.540213373e-05 8.156416649e-02 -3.858478721e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.8             	((4.691817808e-01 8.188586863e-04 9.421960542e-20) (3.248974040e-01 3.436007362e-04 -9.067145017e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-2.047146716e-04 1.172954452e-01 -5.795721975e-13) (-8.590018406e-05 8.122435099e-02 -3.755489583e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.84            	((4.683609747e-01 8.173581487e-04 9.407740335e-20) (3.235964965e-01 3.446818086e-04 -9.036935273e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-2.043395372e-04 1.170902437e-01 -5.544056967e-13) (-8.617045216e-05 8.089912413e-02 -3.650546997e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.88            	((4.674751102e-01 7.418213473e-04 9.392547382e-20) (3.223400935e-01 3.454284588e-04 -9.007912056e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.854553368e-04 1.168687776e-01 -5.638612407e-13) (-8.635711471e-05 8.058502339e-02 -3.544036910e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.92            	((4.665836559e-01 7.407678347e-04 9.378174690e-20) (3.211253160e-01 3.418155659e-04 -8.979651889e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.851919587e-04 1.166459140e-01 -5.731149062e-13) (-8.545389146e-05 8.028132899e-02 -3.434944215e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.96            	((4.656693463e-01 7.342664335e-04 9.363242024e-20) (3.199522546e-01 3.397972041e-04 -8.950543606e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.835666084e-04 1.164173366e-01 -5.578137778e-13) (-8.494930103e-05 7.998806365e-02 -3.322859267e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2               	((4.648925961e-01 7.205552964e-04 9.352022392e-20) (3.188193691e-01 3.426230205e-04 -8.925815588e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.801388241e-04 1.162231490e-01 -5.749710603e-13) (-8.565575513e-05 7.970484226e-02 -3.209401491e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.04            	((4.640366699e-01 7.179715797e-04 9.338502299e-20) (3.177292204e-01 3.389753159e-04 -8.899700138e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.794928949e-04 1.160091675e-01 -5.817705259e-13) (-8.474382896e-05 7.943230511e-02 -3.094082715e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.08            	((4.631836118e-01 7.315228480e-04 9.326796465e-20) (3.166720939e-01 3.370318233e-04 -8.874233179e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.828807120e-04 1.157959030e-01 -5.746919867e-13) (-8.425795583e-05 7.916802348e-02 -2.977721089e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.12            	((4.623510002e-01 7.562495300e-04 9.314220081e-20) (3.156483895e-01 3.377666731e-04 -8.847222908e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.890623825e-04 1.155877500e-01 -5.694687343e-13) (-8.444166828e-05 7.891209737e-02 -2.860663279e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.16            	((4.615147605e-01 7.250273336e-04 9.301833015e-20) (3.146562076e-01 3.359857977e-04 -8.821990468e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.812568334e-04 1.153786901e-01 -5.679851121e-13) (-8.399644942e-05 7.866405190e-02 -2.743378286e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.2             	((4.606909529e-01 7.517545745e-04 9.291115651e-20) (3.136947271e-01 3.347042153e-04 -8.798254549e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.879386436e-04 1.151727382e-01 -5.654491632e-13) (-8.367605382e-05 7.842368179e-02 -2.626357536e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.24            	((4.598834061e-01 7.431286565e-04 9.280329288e-20) (3.127619168e-01 3.347369139e-04 -8.775009158e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.857821641e-04 1.149708515e-01 -5.583326770e-13) (-8.368422847e-05 7.819047921e-02 -2.509625024e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.28            	((4.591196705e-01 7.224080280e-04 9.267912632e-20) (3.118592184e-01 3.322578595e-04 -8.752017949e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.806020070e-04 1.147799176e-01 -5.697014041e-13) (-8.306446488e-05 7.796480461e-02 -2.393094352e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.32            	((4.583259812e-01 7.080992330e-04 9.256956742e-20) (3.109824528e-01 3.293140445e-04 -8.729023977e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.770248082e-04 1.145814953e-01 -5.650987490e-13) (-8.232851114e-05 7.774561321e-02 -2.276850437e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.36            	((4.575801745e-01 7.063895634e-04 9.247119169e-20) (3.101324581e-01 3.264694731e-04 -8.707032173e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.765973908e-04 1.143950436e-01 -5.523415926e-13) (-8.161736828e-05 7.753311452e-02 -2.161212149e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.4             	((4.568284752e-01 7.020483856e-04 9.236795003e-20) (3.093075775e-01 3.245919452e-04 -8.686035378e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.755120964e-04 1.142071188e-01 -5.517953715e-13) (-8.114798630e-05 7.732689437e-02 -2.046706495e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.44            	((4.560577790e-01 6.860738221e-04 9.226999799e-20) (3.085041285e-01 3.210608950e-04 -8.665101419e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.715184555e-04 1.140144447e-01 -5.485065527e-13) (-8.026522375e-05 7.712603213e-02 -1.933293328e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.48            	((4.553002118e-01 6.607339921e-04 9.217318971e-20) (3.077220670e-01 3.168292512e-04 -8.644915028e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.651834980e-04 1.138250530e-01 -5.484228523e-13) (-7.920731280e-05 7.693051676e-02 -1.821378722e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.52            	((4.545781623e-01 6.519215038e-04 9.207504501e-20) (3.069631868e-01 3.117917356e-04 -8.624847055e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.629803760e-04 1.136445406e-01 -5.456741829e-13) (-7.794793390e-05 7.674079671e-02 -1.711453519e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.56            	((4.538656003e-01 6.681320822e-04 9.198758622e-20) (3.062251543e-01 3.100114513e-04 -8.604950736e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.670330206e-04 1.134664001e-01 -5.341432591e-13) (-7.750286282e-05 7.655628856e-02 -1.604094573e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.6             	((4.531489975e-01 6.485266380e-04 9.189828511e-20) (3.055062566e-01 3.068643982e-04 -8.585873487e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.621316595e-04 1.132872494e-01 -5.334619465e-13) (-7.671609954e-05 7.637656416e-02 -1.500254275e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.64            	((4.524354824e-01 6.478122765e-04 9.181419352e-20) (3.048045843e-01 3.032976122e-04 -8.567333126e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.619530691e-04 1.131088706e-01 -5.266726725e-13) (-7.582440305e-05 7.620114607e-02 -1.400141756e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.68            	((4.517497609e-01 6.360792873e-04 9.173076970e-20) (3.041225210e-01 2.994900566e-04 -8.549970749e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.590198218e-04 1.129374402e-01 -5.261934551e-13) (-7.487251414e-05 7.603063024e-02 -1.304361051e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.72            	((4.510689623e-01 6.347780555e-04 9.164842662e-20) (3.034577882e-01 2.962468800e-04 -8.532772686e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.586945139e-04 1.127672406e-01 -5.242629247e-13) (-7.406172000e-05 7.586444705e-02 -1.213240614e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.76            	((4.503873629e-01 6.268234437e-04 9.156753163e-20) (3.028092968e-01 2.929718730e-04 -8.515794677e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.567058609e-04 1.125968407e-01 -5.229124425e-13) (-7.324296826e-05 7.570232419e-02 -1.127216309e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.8             	((4.497214776e-01 6.248799646e-04 9.148976896e-20) (3.021772894e-01 2.899526509e-04 -8.499241733e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.562199912e-04 1.124303694e-01 -5.211534329e-13) (-7.248816272e-05 7.554432235e-02 -1.046730274e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.84            	((4.489742383e-01 6.206389166e-04 9.137762885e-20) (3.015669025e-01 2.867236279e-04 -8.482770778e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.551597291e-04 1.122435596e-01 -5.199367412e-13) (-7.168090697e-05 7.539172561e-02 -9.838319864e-06) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.88            	((4.483600254e-01 6.136628294e-04 9.130492134e-20) (3.009725341e-01 2.836259694e-04 -8.466936928e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.534157073e-04 1.120900064e-01 -5.168788574e-13) (-7.090649235e-05 7.524313353e-02 -9.241653033e-06) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.92            	((4.477325465e-01 6.132647923e-04 9.123475608e-20) (3.003912962e-01 2.808213429e-04 -8.451618303e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.533161981e-04 1.119331366e-01 -5.168912173e-13) (-7.020533573e-05 7.509782405e-02 -8.680302846e-06) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.96            	((4.471121220e-01 6.142893320e-04 9.116504042e-20) (2.998211596e-01 2.786221413e-04 -8.436688112e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.535723330e-04 1.117780305e-01 -5.178871654e-13) (-6.965553532e-05 7.495528991e-02 -8.184028259e-06) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3               	((4.464999795e-01 6.174332150e-04 9.109750311e-20) (2.992637652e-01 2.768354043e-04 -8.422103810e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.543583037e-04 1.116249949e-01 -5.193692698e-13) (-6.920885108e-05 7.481594130e-02 -7.747035859e-06) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.04            	((4.459522742e-01 6.008881695e-04 9.102408074e-20) (2.987219038e-01 2.744042472e-04 -8.407994405e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((-1.502220424e-04 1.114880685e-01 -5.229042026e-13) (-6.860106179e-05 7.468047596e-02 -7.366895071e-06) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
