# Time          	Cd              	Cl              	Cl(f)           	Cl(r)           
17,6	2,14E+00	3,43E-03	1,56E-03	1,86E-03
17,64	2,14E+00	3,43E-03	1,56E-03	1,86E-03
17,68	2,14E+00	3,43E-03	1,56E-03	1,86E-03
17,72	2,14E+00	3,43E-03	1,56E-03	1,86E-03
17,76	2,14E+00	3,43E-03	1,56E-03	1,86E-03
17,8	2,14E+00	3,43E-03	1,57E-03	1,87E-03
17,84	2,14E+00	3,43E-03	1,57E-03	1,87E-03
17,88	2,14E+00	3,43E-03	1,57E-03	1,87E-03
17,92	2,14E+00	3,43E-03	1,57E-03	1,87E-03
17,96	2,14E+00	3,43E-03	1,57E-03	1,87E-03
18	2,14E+00	3,43E-03	1,57E-03	1,87E-03
18,04	2,14E+00	3,44E-03	1,57E-03	1,87E-03
18,08	2,14E+00	3,44E-03	1,57E-03	1,87E-03
18,12	2,14E+00	3,44E-03	1,57E-03	1,87E-03
18,16	2,14E+00	3,44E-03	1,57E-03	1,87E-03
18,2	2,14E+00	3,44E-03	1,57E-03	1,87E-03
18,24	2,14E+00	3,44E-03	1,57E-03	1,87E-03
18,28	2,14E+00	3,44E-03	1,57E-03	1,87E-03
18,32	2,14E+00	3,44E-03	1,57E-03	1,87E-03
18,36	2,14E+00	3,44E-03	1,57E-03	1,87E-03
18,4	2,14E+00	3,44E-03	1,57E-03	1,87E-03
18,44	2,14E+00	3,44E-03	1,57E-03	1,87E-03
18,48	2,14E+00	3,44E-03	1,57E-03	1,87E-03
18,52	2,14E+00	3,44E-03	1,57E-03	1,87E-03
18,56	2,14E+00	3,44E-03	1,57E-03	1,87E-03
18,6	2,14E+00	3,44E-03	1,57E-03	1,87E-03
18,64	2,14E+00	3,45E-03	1,57E-03	1,87E-03
18,68	2,14E+00	3,45E-03	1,57E-03	1,87E-03
18,72	2,14E+00	3,45E-03	1,57E-03	1,87E-03
18,76	2,14E+00	3,45E-03	1,57E-03	1,88E-03
18,8	2,14E+00	3,45E-03	1,57E-03	1,88E-03
18,84	2,14E+00	3,45E-03	1,57E-03	1,88E-03
18,88	2,14E+00	3,45E-03	1,57E-03	1,88E-03
18,92	2,14E+00	3,45E-03	1,57E-03	1,88E-03
18,96	2,14E+00	3,45E-03	1,57E-03	1,88E-03
19	2,14E+00	3,45E-03	1,57E-03	1,88E-03
19,04	2,14E+00	3,45E-03	1,57E-03	1,88E-03
19,08	2,14E+00	3,45E-03	1,58E-03	1,88E-03
19,12	2,14E+00	3,45E-03	1,58E-03	1,88E-03
19,16	2,14E+00	3,45E-03	1,58E-03	1,88E-03
19,2	2,14E+00	3,45E-03	1,58E-03	1,88E-03
19,24	2,14E+00	3,45E-03	1,58E-03	1,88E-03
19,28	2,14E+00	3,46E-03	1,58E-03	1,88E-03
19,32	2,14E+00	3,46E-03	1,58E-03	1,88E-03
19,36	2,14E+00	3,46E-03	1,58E-03	1,88E-03
19,4	2,14E+00	3,46E-03	1,58E-03	1,88E-03
19,44	2,14E+00	3,46E-03	1,58E-03	1,88E-03
19,48	2,14E+00	3,46E-03	1,58E-03	1,88E-03
19,52	2,14E+00	3,46E-03	1,58E-03	1,88E-03
19,56	2,14E+00	3,46E-03	1,58E-03	1,88E-03
19,6	2,14E+00	3,46E-03	1,58E-03	1,88E-03
19,64	2,14E+00	3,46E-03	1,58E-03	1,88E-03
19,68	2,14E+00	3,46E-03	1,58E-03	1,88E-03
19,72	2,14E+00	3,46E-03	1,58E-03	1,88E-03
19,76	2,14E+00	3,46E-03	1,58E-03	1,88E-03
19,8	2,14E+00	3,46E-03	1,58E-03	1,88E-03
19,84	2,14E+00	3,46E-03	1,58E-03	1,88E-03
19,88	2,14E+00	3,46E-03	1,58E-03	1,88E-03
19,92	2,14E+00	3,46E-03	1,58E-03	1,88E-03
19,96	2,14E+00	3,46E-03	1,58E-03	1,88E-03
20	2,14E+00	3,46E-03	1,58E-03	1,88E-03
