# Forces        
# CofR          : (0.000000000e+00 0.000000000e+00 0.000000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
3.12            	((1.347602592e+00 -2.286138015e-03 2.268520768e-19) (1.303798806e+00 -1.355784201e-03 -2.243121626e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.715345037e-04 3.369006480e-01 6.648433973e-13) (3.389460503e-04 3.259497015e-01 -3.977763395e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.16            	((1.345414841e+00 -2.280948934e-03 2.265450487e-19) (1.301508005e+00 -1.349341288e-03 -2.240401075e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.702372335e-04 3.363537103e-01 6.604712437e-13) (3.373353219e-04 3.253770011e-01 -3.962528248e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.2             	((1.343263736e+00 -2.277385492e-03 2.262443310e-19) (1.299258627e+00 -1.344290488e-03 -2.237715240e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.693463729e-04 3.358159339e-01 6.567506955e-13) (3.360726220e-04 3.248146568e-01 -3.946623573e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.24            	((1.341468199e+00 -2.253764693e-03 2.264333094e-19) (1.296864779e+00 -1.335923397e-03 -2.235555371e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.634411731e-04 3.353670497e-01 6.432567153e-13) (3.339808493e-04 3.242161947e-01 -3.928329449e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.28            	((1.339306843e+00 -2.245683153e-03 2.262410944e-19) (1.294501333e+00 -1.327322137e-03 -2.232965627e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.614207882e-04 3.348267108e-01 6.371498381e-13) (3.318305342e-04 3.236253334e-01 -3.911282527e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.32            	((1.337122257e+00 -2.238115009e-03 2.260056124e-19) (1.292155866e+00 -1.320129447e-03 -2.230336206e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.595287522e-04 3.342805644e-01 6.328841531e-13) (3.300323617e-04 3.230389665e-01 -3.894929943e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.36            	((1.334949695e+00 -2.232924741e-03 2.257550974e-19) (1.289842291e+00 -1.313883169e-03 -2.227696774e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.582311852e-04 3.337374239e-01 6.301435068e-13) (3.284707922e-04 3.224605728e-01 -3.879109442e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.4             	((1.332799693e+00 -2.224170171e-03 2.254968216e-19) (1.287569060e+00 -1.307856869e-03 -2.225089165e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.560425428e-04 3.331999232e-01 6.273699008e-13) (3.269642173e-04 3.218922651e-01 -3.863571437e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.44            	((1.330688319e+00 -2.217627803e-03 2.252358834e-19) (1.285340516e+00 -1.302119575e-03 -2.222516172e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.544069507e-04 3.326720797e-01 6.249733803e-13) (3.255298938e-04 3.213351291e-01 -3.848092645e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.48            	((1.328615238e+00 -2.211233102e-03 2.249762921e-19) (1.283158703e+00 -1.296738047e-03 -2.219984944e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.528082755e-04 3.321538096e-01 6.229628358e-13) (3.241845119e-04 3.207896758e-01 -3.832536823e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.52            	((1.326585726e+00 -2.208477312e-03 2.247161393e-19) (1.281024325e+00 -1.291795012e-03 -2.217494401e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.521193280e-04 3.316464316e-01 6.211201258e-13) (3.229487530e-04 3.202560813e-01 -3.816863916e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.56            	((1.324595259e+00 -2.202757642e-03 2.244616801e-19) (1.278936076e+00 -1.287035787e-03 -2.215057542e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.506894104e-04 3.311488148e-01 6.192307951e-13) (3.217589469e-04 3.197340191e-01 -3.801039921e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.6             	((1.322652020e+00 -2.196794790e-03 2.242076587e-19) (1.276893562e+00 -1.282595007e-03 -2.212669858e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.491986976e-04 3.306630049e-01 6.174720023e-13) (3.206487518e-04 3.192233904e-01 -3.785100255e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.64            	((1.320744623e+00 -2.188624886e-03 2.239630306e-19) (1.274895301e+00 -1.277980287e-03 -2.210335846e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.471562215e-04 3.301861556e-01 6.154230771e-13) (3.194950718e-04 3.187238254e-01 -3.769084064e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.68            	((1.318876939e+00 -2.183284189e-03 2.237196011e-19) (1.272939806e+00 -1.273364897e-03 -2.208037776e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.458210472e-04 3.297192347e-01 6.137347575e-13) (3.183412242e-04 3.182349515e-01 -3.753059936e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.72            	((1.317051706e+00 -2.178946012e-03 2.234822863e-19) (1.271026382e+00 -1.269227906e-03 -2.205786403e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.447365031e-04 3.292629266e-01 6.121305719e-13) (3.173069765e-04 3.177565956e-01 -3.737055870e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.76            	((1.315246699e+00 -2.170828981e-03 2.232394196e-19) (1.269150255e+00 -1.264680992e-03 -2.203558847e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.427072453e-04 3.288116748e-01 6.106159415e-13) (3.161702479e-04 3.172875637e-01 -3.721073351e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.8             	((1.313494042e+00 -2.163088185e-03 2.230062090e-19) (1.267314411e+00 -1.260064603e-03 -2.201394350e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.407720463e-04 3.283735104e-01 6.088753633e-13) (3.150161508e-04 3.168286028e-01 -3.705147228e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.84            	((1.311769155e+00 -2.168621560e-03 2.227774382e-19) (1.265515584e+00 -1.257249183e-03 -2.199226042e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.421553899e-04 3.279422886e-01 6.084995788e-13) (3.143122957e-04 3.163788960e-01 -3.689284907e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.88            	((1.310077650e+00 -2.151811600e-03 2.225599793e-19) (1.263752396e+00 -1.253047674e-03 -2.197158420e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.379528999e-04 3.275194126e-01 6.059324049e-13) (3.132619184e-04 3.159380990e-01 -3.673508263e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.92            	((1.308413900e+00 -2.153049893e-03 2.223421836e-19) (1.262023646e+00 -1.249767983e-03 -2.195071360e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.382624732e-04 3.271034750e-01 6.050776200e-13) (3.124419958e-04 3.155059114e-01 -3.657850214e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.96            	((1.306788707e+00 -2.149357148e-03 2.221258450e-19) (1.260329528e+00 -1.246568153e-03 -2.193042293e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.373392869e-04 3.266971766e-01 6.037702890e-13) (3.116420383e-04 3.150823821e-01 -3.642341961e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4               	((1.305193329e+00 -2.145547741e-03 2.219137801e-19) (1.258668431e+00 -1.243554631e-03 -2.191048409e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.363869354e-04 3.262983322e-01 6.025676919e-13) (3.108886577e-04 3.146671077e-01 -3.626998712e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.04            	((1.303632894e+00 -2.143094714e-03 2.217029318e-19) (1.257039776e+00 -1.240927245e-03 -2.189091270e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.357736784e-04 3.259082235e-01 6.013106679e-13) (3.102318113e-04 3.142599441e-01 -3.611829886e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.08            	((1.302102879e+00 -2.144336455e-03 2.214944019e-19) (1.255443638e+00 -1.239112768e-03 -2.187161236e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.360841138e-04 3.255257197e-01 6.003663278e-13) (3.097781919e-04 3.138609096e-01 -3.596852943e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.12            	((1.300591970e+00 -2.118434400e-03 2.213053035e-19) (1.253876750e+00 -1.236880124e-03 -2.185323005e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.296086000e-04 3.251479924e-01 5.966711500e-13) (3.092200309e-04 3.134691876e-01 -3.582057049e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.16            	((1.299115966e+00 -2.120150876e-03 2.211056076e-19) (1.252338504e+00 -1.230743483e-03 -2.183449235e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.300377190e-04 3.247789914e-01 5.959620818e-13) (3.076858708e-04 3.130846261e-01 -3.567455672e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.2             	((1.297665704e+00 -2.117818851e-03 2.209104930e-19) (1.250829159e+00 -1.227081810e-03 -2.181622239e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.294547127e-04 3.244164261e-01 5.944355251e-13) (3.067704526e-04 3.127072898e-01 -3.553066544e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.24            	((1.296113761e+00 -2.137403378e-03 2.206840643e-19) (1.249216546e+00 -1.227935759e-03 -2.179916795e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.343508446e-04 3.240284403e-01 5.905200374e-13) (3.069839398e-04 3.123041365e-01 -3.542603105e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.28            	((1.294638189e+00 -2.141655365e-03 2.204863648e-19) (1.247669061e+00 -1.228649559e-03 -2.178108511e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.354138412e-04 3.236595473e-01 5.897908030e-13) (3.071623898e-04 3.119172651e-01 -3.529279366e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.32            	((1.293212776e+00 -2.141468263e-03 2.203006698e-19) (1.246186753e+00 -1.227571382e-03 -2.176343859e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.353670658e-04 3.233031941e-01 5.892291863e-13) (3.068928454e-04 3.115466882e-01 -3.512638697e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.36            	((1.291834758e+00 -2.142585814e-03 2.201194239e-19) (1.244753384e+00 -1.226497883e-03 -2.174620106e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.356464534e-04 3.229586896e-01 5.889238749e-13) (3.066244709e-04 3.111883460e-01 -3.495124234e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.4             	((1.290463875e+00 -2.147988958e-03 2.199384033e-19) (1.243354361e+00 -1.226741594e-03 -2.172807717e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.369972395e-04 3.226159688e-01 5.925177883e-13) (3.066853985e-04 3.108385902e-01 -3.478204187e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.44            	((1.289153134e+00 -2.134072848e-03 2.197667086e-19) (1.241986234e+00 -1.228440995e-03 -2.171132858e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.335182120e-04 3.222882835e-01 5.911519104e-13) (3.071102487e-04 3.104965586e-01 -3.462073289e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.48            	((1.287868261e+00 -2.106541207e-03 2.196109419e-19) (1.240650773e+00 -1.219037560e-03 -2.169536561e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.266353016e-04 3.219670653e-01 5.863076951e-13) (3.047593900e-04 3.101626931e-01 -3.445651620e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.52            	((1.286604354e+00 -2.105471745e-03 2.194401436e-19) (1.239340508e+00 -1.214474328e-03 -2.167875193e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.263679362e-04 3.216510884e-01 5.851382746e-13) (3.036185821e-04 3.098351271e-01 -3.428928225e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.56            	((1.285362643e+00 -2.102888514e-03 2.192733378e-19) (1.238054527e+00 -1.211494375e-03 -2.166238585e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.257221284e-04 3.213406608e-01 5.839898877e-13) (3.028735938e-04 3.095136318e-01 -3.411438443e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.6             	((1.284143264e+00 -2.100556770e-03 2.191102800e-19) (1.236791750e+00 -1.209216778e-03 -2.164629710e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.251391925e-04 3.210358159e-01 5.830175752e-13) (3.023041946e-04 3.091979375e-01 -3.393132092e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.64            	((1.282942080e+00 -2.097837769e-03 2.189505358e-19) (1.235550611e+00 -1.207458768e-03 -2.163041762e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.244594423e-04 3.207355199e-01 5.820519847e-13) (3.018646921e-04 3.088876527e-01 -3.374108941e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.68            	((1.281757394e+00 -2.095004816e-03 2.187932892e-19) (1.234329935e+00 -1.205808957e-03 -2.161482207e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.237512041e-04 3.204393486e-01 5.809376417e-13) (3.014522393e-04 3.085824837e-01 -3.354463654e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.72            	((1.280600538e+00 -2.093692906e-03 2.186379006e-19) (1.233130500e+00 -1.204637006e-03 -2.159945961e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.234232266e-04 3.201501346e-01 5.800078300e-13) (3.011592516e-04 3.082826249e-01 -3.334443800e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.76            	((1.279459718e+00 -2.092446960e-03 2.184840334e-19) (1.231951671e+00 -1.203637650e-03 -2.158427948e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.231117400e-04 3.198649295e-01 5.792189645e-13) (3.009094126e-04 3.079879177e-01 -3.314203412e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.8             	((1.278338874e+00 -2.091098051e-03 2.183328723e-19) (1.230791802e+00 -1.202938876e-03 -2.156936329e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.227745129e-04 3.195847184e-01 5.781698904e-13) (3.007347189e-04 3.076979505e-01 -3.293917449e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.84            	((1.277235233e+00 -2.088417832e-03 2.181860335e-19) (1.229651081e+00 -1.202178736e-03 -2.155468559e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.221044581e-04 3.193088084e-01 5.772318387e-13) (3.005446840e-04 3.074127701e-01 -3.273676233e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.88            	((1.276149243e+00 -2.087170393e-03 2.180401277e-19) (1.228528858e+00 -1.201456718e-03 -2.154020174e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.217925983e-04 3.190373108e-01 5.764546826e-13) (3.003641796e-04 3.071322146e-01 -3.253567428e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.92            	((1.275080668e+00 -2.086210019e-03 2.178968584e-19) (1.227424663e+00 -1.200885461e-03 -2.152592970e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.215525048e-04 3.187701669e-01 5.757365071e-13) (3.002213652e-04 3.068561657e-01 -3.233669303e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
4.96            	((1.274027934e+00 -2.084729643e-03 2.177557329e-19) (1.226337968e+00 -1.200305968e-03 -2.151187970e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.211824107e-04 3.185069836e-01 5.749333301e-13) (3.000764919e-04 3.065844919e-01 -3.214050590e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5               	((1.272988903e+00 -2.086950404e-03 2.176183573e-19) (1.225268042e+00 -1.200181832e-03 -2.149792699e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.217376011e-04 3.182472258e-01 5.743949153e-13) (3.000454579e-04 3.063170105e-01 -3.194716090e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.04            	((1.271981219e+00 -2.084571164e-03 2.174823268e-19) (1.224215670e+00 -1.199157974e-03 -2.148439232e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.211427910e-04 3.179953046e-01 5.740707389e-13) (2.997894935e-04 3.060539174e-01 -3.175756080e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.08            	((1.270979230e+00 -2.081479080e-03 2.173479633e-19) (1.223179460e+00 -1.198399156e-03 -2.147115244e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.203697700e-04 3.177448075e-01 5.731741037e-13) (2.995997889e-04 3.057948651e-01 -3.157149651e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.12            	((1.269990818e+00 -2.079301982e-03 2.172150384e-19) (1.222159239e+00 -1.197617610e-03 -2.145795522e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.198254956e-04 3.174977045e-01 5.723455564e-13) (2.994044024e-04 3.055398097e-01 -3.138897817e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.16            	((1.269012721e+00 -2.080034830e-03 2.170827043e-19) (1.221154722e+00 -1.196708145e-03 -2.144476973e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.200087075e-04 3.172531802e-01 5.722497129e-13) (2.991770362e-04 3.052886805e-01 -3.121012849e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.2             	((1.268053194e+00 -2.079154058e-03 2.169565793e-19) (1.220164382e+00 -1.196816363e-03 -2.143188946e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.197885144e-04 3.170132985e-01 5.715859643e-13) (2.992040906e-04 3.050410954e-01 -3.103471058e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.24            	((1.267107003e+00 -2.078323141e-03 2.168298393e-19) (1.219189895e+00 -1.196516877e-03 -2.141916143e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.195807852e-04 3.167767508e-01 5.708450206e-13) (2.991292193e-04 3.047974738e-01 -3.086309127e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.28            	((1.266176014e+00 -2.076430061e-03 2.167046914e-19) (1.218230050e+00 -1.196069390e-03 -2.140667400e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.191075153e-04 3.165440034e-01 5.700958369e-13) (2.990173474e-04 3.045575126e-01 -3.069527154e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.32            	((1.265255332e+00 -2.075679568e-03 2.165825917e-19) (1.217284013e+00 -1.195688296e-03 -2.139432136e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.189198921e-04 3.163138331e-01 5.694494355e-13) (2.989220740e-04 3.043210032e-01 -3.053100810e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.36            	((1.264352723e+00 -2.074689275e-03 2.164605589e-19) (1.216352347e+00 -1.195236980e-03 -2.138217003e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.186723187e-04 3.160881808e-01 5.689108039e-13) (2.988092450e-04 3.040880868e-01 -3.037039338e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.4             	((1.263465124e+00 -2.074472448e-03 2.163403326e-19) (1.215435484e+00 -1.194979320e-03 -2.137014729e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.186181119e-04 3.158662810e-01 5.684220455e-13) (2.987448299e-04 3.038588710e-01 -3.021362103e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.44            	((1.262579324e+00 -2.061858532e-03 2.162268013e-19) (1.214531158e+00 -1.193420347e-03 -2.135847293e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.154646329e-04 3.156448310e-01 5.669254129e-13) (2.983550866e-04 3.036327894e-01 -3.006088666e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.48            	((1.261720137e+00 -2.081026085e-03 2.160979616e-19) (1.213640343e+00 -1.193709362e-03 -2.134654015e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.202565212e-04 3.154300342e-01 5.677916904e-13) (2.984273404e-04 3.034100857e-01 -2.991086266e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.52            	((1.260864780e+00 -2.074631394e-03 2.159837545e-19) (1.212762934e+00 -1.194016579e-03 -2.133521176e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.186578486e-04 3.152161951e-01 5.662026837e-13) (2.985041448e-04 3.031907334e-01 -2.976307126e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.56            	((1.260024986e+00 -2.071234343e-03 2.158721464e-19) (1.211897803e+00 -1.193684856e-03 -2.132392862e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.178085857e-04 3.150062466e-01 5.651295404e-13) (2.984212139e-04 3.029744508e-01 -2.961861890e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.6             	((1.259194439e+00 -2.072043861e-03 2.157604315e-19) (1.211044944e+00 -1.193602701e-03 -2.131265495e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.180109653e-04 3.147986098e-01 5.646225675e-13) (2.984006752e-04 3.027612359e-01 -2.947730599e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.64            	((1.258376549e+00 -2.071483764e-03 2.156508706e-19) (1.210204181e+00 -1.193652693e-03 -2.130159679e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.178709409e-04 3.145941371e-01 5.639614210e-13) (2.984131731e-04 3.025510453e-01 -2.933916700e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.68            	((1.257570297e+00 -2.070259442e-03 2.155429823e-19) (1.209375491e+00 -1.193476909e-03 -2.129070784e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.175648605e-04 3.143925743e-01 5.632794578e-13) (2.983692272e-04 3.023438727e-01 -2.920427809e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.72            	((1.256773405e+00 -2.072565144e-03 2.154353734e-19) (1.208558093e+00 -1.194007054e-03 -2.127982076e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.181412860e-04 3.141933511e-01 5.631049012e-13) (2.985017636e-04 3.021395233e-01 -2.907265999e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.76            	((1.255990435e+00 -2.069782502e-03 2.153306974e-19) (1.207752620e+00 -1.194019382e-03 -2.126934083e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.174456254e-04 3.139976087e-01 5.621547065e-13) (2.985048454e-04 3.019381550e-01 -2.894456254e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.8             	((1.255217869e+00 -2.068796940e-03 2.152273654e-19) (1.206958595e+00 -1.193919009e-03 -2.125888767e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.171992351e-04 3.138044673e-01 5.615573111e-13) (2.984797523e-04 3.017396488e-01 -2.881892433e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.84            	((1.254453750e+00 -2.067712420e-03 2.151246529e-19) (1.206175691e+00 -1.193778663e-03 -2.124850428e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.169281051e-04 3.136134375e-01 5.610718053e-13) (2.984446659e-04 3.015439227e-01 -2.869522344e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.88            	((1.253702517e+00 -2.067340806e-03 2.150239161e-19) (1.205403824e+00 -1.193703872e-03 -2.123832577e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.168352014e-04 3.134256292e-01 5.605184285e-13) (2.984259681e-04 3.013509560e-01 -2.857464247e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.92            	((1.252962104e+00 -2.068013107e-03 2.149239614e-19) (1.204642835e+00 -1.193820810e-03 -2.122825977e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.170032768e-04 3.132405259e-01 5.600851814e-13) (2.984552024e-04 3.011607088e-01 -2.845648670e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
5.96            	((1.252228509e+00 -2.060156538e-03 2.148298929e-19) (1.203892547e+00 -1.194170169e-03 -2.121846662e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.150391345e-04 3.130571273e-01 5.588554793e-13) (2.985425422e-04 3.009731367e-01 -2.834043295e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
6               	((1.251509514e+00 -2.062509368e-03 2.147326820e-19) (1.203152086e+00 -1.192986386e-03 -2.120864708e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.156273420e-04 3.128773786e-01 5.586314831e-13) (2.982465966e-04 3.007880216e-01 -2.822785896e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
6.04            	((1.250799266e+00 -2.062517258e-03 2.146372007e-19) (1.202422206e+00 -1.192559097e-03 -2.119897564e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.156293145e-04 3.126998164e-01 5.583420011e-13) (2.981397742e-04 3.006055515e-01 -2.811710228e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
6.08            	((1.250099332e+00 -2.062219559e-03 2.145432075e-19) (1.201702606e+00 -1.192315768e-03 -2.118944823e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.155548898e-04 3.125248331e-01 5.578864194e-13) (2.980789421e-04 3.004256515e-01 -2.800827485e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
6.12            	((1.249410379e+00 -2.062315563e-03 2.144503260e-19) (1.200993278e+00 -1.192245937e-03 -2.118003776e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.155788908e-04 3.123525948e-01 5.575973711e-13) (2.980614842e-04 3.002483194e-01 -2.790176156e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
6.16            	((1.248734480e+00 -2.063361013e-03 2.143582233e-19) (1.200294638e+00 -1.192421442e-03 -2.117072713e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.158402531e-04 3.121836200e-01 5.576004068e-13) (2.981053604e-04 3.000736596e-01 -2.779753521e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
