# Forces        
# CofR          : (0.000000000e+00 0.000000000e+00 0.000000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
0.44            	((2.062976830e+00 -1.137027100e-03 3.284388808e-19) (2.040717031e+00 -2.205695742e-04 -3.063681308e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((2.842567750e-04 5.157442074e-01 5.197944939e-13) (5.514239354e-05 5.101792578e-01 -8.297595471e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.48            	((2.011010183e+00 -1.477159054e-03 3.210145633e-19) (1.987578432e+00 -3.574417616e-04 -3.004091471e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((3.692897636e-04 5.027525457e-01 6.102941503e-13) (8.936044040e-05 4.968946080e-01 -8.492751540e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.52            	((1.965475924e+00 -1.476553490e-03 3.146390972e-19) (1.940855596e+00 -4.298345365e-04 -2.952885682e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((3.691383724e-04 4.913689810e-01 6.302462892e-13) (1.074586341e-04 4.852138991e-01 -8.576677270e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.56            	((1.925056762e+00 -1.432367285e-03 3.088548717e-19) (1.899443890e+00 -5.225448817e-04 -2.907006189e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((3.580918212e-04 4.812641905e-01 6.715849665e-13) (1.306362204e-04 4.748609725e-01 -8.593452307e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.6             	((1.889007088e+00 -1.134411922e-03 3.037137367e-19) (1.862429919e+00 -4.916465458e-04 -2.866924643e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((2.836029805e-04 4.722517720e-01 6.784091518e-13) (1.229116365e-04 4.656074799e-01 -8.559180486e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.64            	((1.856440345e+00 -1.320441734e-03 2.991100912e-19) (1.829057795e+00 -5.318005703e-04 -2.829614458e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((3.301104334e-04 4.641100862e-01 7.241731086e-13) (1.329501426e-04 4.572644487e-01 -8.480515201e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.68            	((1.826793730e+00 -1.521266605e-03 2.948867338e-19) (1.798780749e+00 -5.848445735e-04 -2.795371813e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((3.803166512e-04 4.566984324e-01 7.605101444e-13) (1.462111434e-04 4.496951872e-01 -8.361804631e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.72            	((1.799810313e+00 -1.545909544e-03 2.910504930e-19) (1.771103198e+00 -6.441539856e-04 -2.765214465e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((3.864773859e-04 4.499525783e-01 7.644154407e-13) (1.610384964e-04 4.427757995e-01 -8.210192484e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.76            	((1.775140869e+00 -1.636300839e-03 2.875689478e-19) (1.745740216e+00 -7.029384902e-04 -2.737200135e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((4.090752096e-04 4.437852171e-01 7.903816490e-13) (1.757346225e-04 4.364350539e-01 -8.033446510e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.8             	((1.752396401e+00 -1.745206905e-03 2.843482069e-19) (1.722367134e+00 -7.616139873e-04 -2.711214432e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((4.363017263e-04 4.380991001e-01 8.169315918e-13) (1.904034968e-04 4.305917836e-01 -7.842448963e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.84            	((1.731381538e+00 -1.812972556e-03 2.813812048e-19) (1.700746555e+00 -8.228372720e-04 -2.687143731e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((4.532431391e-04 4.328453845e-01 8.336946584e-13) (2.057093180e-04 4.251866389e-01 -7.644626143e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.88            	((1.711889577e+00 -1.902542982e-03 2.786290310e-19) (1.680662490e+00 -8.831516268e-04 -2.664782174e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((4.756357455e-04 4.279723942e-01 8.489090507e-13) (2.207879067e-04 4.201656226e-01 -7.442534705e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.92            	((1.693737278e+00 -1.931983223e-03 2.760625846e-19) (1.661950601e+00 -9.351630689e-04 -2.644018949e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((4.829958058e-04 4.234343195e-01 8.604232778e-13) (2.337907672e-04 4.154876503e-01 -7.239725316e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
0.96            	((1.676420420e+00 -2.021128009e-03 2.737511272e-19) (1.644261496e+00 -9.883744370e-04 -2.623871529e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.052820022e-04 4.191051049e-01 8.471988302e-13) (2.470936092e-04 4.110653741e-01 -7.031262348e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1               	((1.660351880e+00 -2.070653507e-03 2.714826040e-19) (1.627711959e+00 -1.039379066e-03 -2.605480373e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.176633769e-04 4.150879699e-01 8.466281062e-13) (2.598447664e-04 4.069279897e-01 -6.852429486e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.04            	((1.645417762e+00 -2.115282052e-03 2.693777456e-19) (1.612297726e+00 -1.084698680e-03 -2.588333709e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.288205131e-04 4.113544405e-01 8.506047429e-13) (2.711746699e-04 4.030744316e-01 -6.706486212e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.08            	((1.631407632e+00 -2.166530960e-03 2.674076981e-19) (1.597814138e+00 -1.128297718e-03 -2.572202961e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.416327400e-04 4.078519081e-01 8.562126702e-13) (2.820744294e-04 3.994535345e-01 -6.570767352e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.12            	((1.618199351e+00 -2.228002544e-03 2.655558880e-19) (1.584149237e+00 -1.171105444e-03 -2.556971072e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.570006359e-04 4.045498377e-01 8.606934609e-13) (2.927763609e-04 3.960373093e-01 -6.439286783e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.16            	((1.605753657e+00 -2.197975534e-03 2.637917691e-19) (1.571224895e+00 -1.209885602e-03 -2.542834165e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.494938834e-04 4.014384142e-01 8.576813305e-13) (3.024714004e-04 3.928062238e-01 -6.311878750e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.2             	((1.593945926e+00 -2.218782349e-03 2.621495829e-19) (1.558984602e+00 -1.226116508e-03 -2.529324565e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.546955871e-04 3.984864814e-01 8.562920338e-13) (3.065291271e-04 3.897461504e-01 -6.189518463e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.24            	((1.582668054e+00 -2.324367658e-03 2.605523392e-19) (1.547348112e+00 -1.261003174e-03 -2.516087849e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.810919146e-04 3.956670134e-01 8.679441714e-13) (3.152507934e-04 3.868370279e-01 -6.071597414e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.28            	((1.572150443e+00 -2.506284526e-03 2.590080287e-19) (1.536173321e+00 -1.301086617e-03 -2.504168622e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.265711314e-04 3.930376108e-01 8.629754897e-13) (3.252716542e-04 3.840433304e-01 -5.957999729e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.32            	((1.562085637e+00 -2.560253982e-03 2.575898718e-19) (1.525630882e+00 -1.327504663e-03 -2.492470812e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.400634955e-04 3.905214092e-01 8.583125530e-13) (3.318761658e-04 3.814077206e-01 -5.850471319e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.36            	((1.552038074e+00 -2.504794511e-03 2.562368097e-19) (1.515490550e+00 -1.354051176e-03 -2.481043181e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.261986278e-04 3.880095184e-01 8.636878105e-13) (3.385127939e-04 3.788726376e-01 -5.745276064e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.4             	((1.542736511e+00 -2.515027608e-03 2.549559213e-19) (1.505855940e+00 -1.376911311e-03 -2.470416840e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.287569020e-04 3.856841278e-01 8.667060125e-13) (3.442278278e-04 3.764639851e-01 -5.645878727e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.44            	((1.533902065e+00 -2.543680470e-03 2.537319011e-19) (1.496674683e+00 -1.398692061e-03 -2.460230498e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.359201176e-04 3.834755162e-01 8.688759347e-13) (3.496730154e-04 3.741686708e-01 -5.550794964e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.48            	((1.525476783e+00 -2.543559184e-03 2.525612900e-19) (1.487904323e+00 -1.416421147e-03 -2.450548740e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.358897961e-04 3.813691958e-01 8.687191591e-13) (3.541052868e-04 3.719760807e-01 -5.460854257e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.52            	((1.517402195e+00 -2.565910030e-03 2.514357645e-19) (1.479508658e+00 -1.433522548e-03 -2.441163738e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.414775075e-04 3.793505487e-01 8.699458254e-13) (3.583806370e-04 3.698771645e-01 -5.376196117e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.56            	((1.509673631e+00 -2.578175640e-03 2.503690048e-19) (1.471460100e+00 -1.449432690e-03 -2.432189170e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.445439101e-04 3.774184077e-01 8.698920490e-13) (3.623581726e-04 3.678650251e-01 -5.295578137e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.6             	((1.502174745e+00 -2.639600973e-03 2.493032935e-19) (1.463724281e+00 -1.470453930e-03 -2.423156745e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.599002433e-04 3.755436862e-01 8.842247681e-13) (3.676134826e-04 3.659310701e-01 -5.218749269e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.64            	((1.495123913e+00 -2.675294647e-03 2.483164238e-19) (1.456305014e+00 -1.490151359e-03 -2.415035441e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.688236618e-04 3.737809784e-01 8.829603715e-13) (3.725378398e-04 3.640762534e-01 -5.145572719e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.68            	((1.488440508e+00 -2.456771375e-03 2.475067718e-19) (1.449193186e+00 -1.465154808e-03 -2.408176585e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.141928439e-04 3.721101269e-01 8.338169565e-13) (3.662887020e-04 3.622982966e-01 -5.074871293e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.72            	((1.481853951e+00 -2.482438587e-03 2.465682784e-19) (1.442308750e+00 -1.453164460e-03 -2.400743166e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.206096467e-04 3.704634878e-01 8.238403449e-13) (3.632911149e-04 3.605771874e-01 -5.005645132e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.76            	((1.475402518e+00 -2.463583220e-03 2.456903412e-19) (1.435638319e+00 -1.446009995e-03 -2.393408741e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.158958049e-04 3.688506296e-01 8.139489516e-13) (3.615024988e-04 3.589095798e-01 -4.939032037e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.8             	((1.469255661e+00 -2.461792084e-03 2.448413940e-19) (1.429228745e+00 -1.443193332e-03 -2.386340113e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.154480211e-04 3.673139153e-01 8.079424716e-13) (3.607983330e-04 3.573071863e-01 -4.876154668e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.84            	((1.463345103e+00 -2.454796051e-03 2.440277616e-19) (1.423049438e+00 -1.438834829e-03 -2.379528624e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.136990128e-04 3.658362757e-01 8.015164053e-13) (3.597087073e-04 3.557623596e-01 -4.816241071e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.88            	((1.457653028e+00 -2.440458760e-03 2.432511182e-19) (1.417090641e+00 -1.435360617e-03 -2.372984450e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.101146900e-04 3.644132569e-01 7.934486401e-13) (3.588401542e-04 3.542726603e-01 -4.759233940e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.92            	((1.452122731e+00 -2.461852947e-03 2.424816991e-19) (1.411330307e+00 -1.434450140e-03 -2.366532503e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.154632367e-04 3.630306827e-01 7.880356524e-13) (3.586125350e-04 3.528325766e-01 -4.705002107e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
1.96            	((1.446803414e+00 -2.463483055e-03 2.417575865e-19) (1.405759362e+00 -1.435978057e-03 -2.360371984e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.158707637e-04 3.617008535e-01 7.832586576e-13) (3.589945141e-04 3.514398404e-01 -4.653156980e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2               	((1.441664387e+00 -2.528134473e-03 2.410350423e-19) (1.400369469e+00 -1.442722969e-03 -2.354277777e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.320336182e-04 3.604160967e-01 7.846423164e-13) (3.606807423e-04 3.500923671e-01 -4.603805269e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.04            	((1.436679329e+00 -2.450520377e-03 2.403954756e-19) (1.395146450e+00 -1.434278598e-03 -2.348692553e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.126300942e-04 3.591698323e-01 7.710446864e-13) (3.585696494e-04 3.487866124e-01 -4.557141122e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.08            	((1.431850724e+00 -2.456851761e-03 2.397477447e-19) (1.390083764e+00 -1.434660542e-03 -2.343109472e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.142129403e-04 3.579626811e-01 7.677777684e-13) (3.586651356e-04 3.475209410e-01 -4.512727674e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.12            	((1.427171409e+00 -2.452085663e-03 2.391256100e-19) (1.385170121e+00 -1.433776762e-03 -2.337697798e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.130214158e-04 3.567928521e-01 7.632750768e-13) (3.584441904e-04 3.462925304e-01 -4.470834675e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.16            	((1.422634806e+00 -2.447559033e-03 2.385282099e-19) (1.380397083e+00 -1.432341032e-03 -2.332448441e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.118897582e-04 3.556587015e-01 7.583352349e-13) (3.580852581e-04 3.450992706e-01 -4.431376731e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.2             	((1.418234156e+00 -2.443024121e-03 2.379574089e-19) (1.375755021e+00 -1.430326142e-03 -2.327353768e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.107560304e-04 3.545585390e-01 7.531189214e-13) (3.575815354e-04 3.439387552e-01 -4.394019181e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.24            	((1.413958175e+00 -2.437329590e-03 2.374156008e-19) (1.371233668e+00 -1.427615700e-03 -2.322411140e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.093323976e-04 3.534895437e-01 7.475313771e-13) (3.569039249e-04 3.428084171e-01 -4.358493646e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.28            	((1.409810506e+00 -2.430053482e-03 2.369089490e-19) (1.366820061e+00 -1.423684255e-03 -2.317618852e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.075133704e-04 3.524526264e-01 7.414078032e-13) (3.559210636e-04 3.417050154e-01 -4.324590955e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.32            	((1.405792106e+00 -2.420761009e-03 2.364517250e-19) (1.362496885e+00 -1.419092066e-03 -2.313001856e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.051902523e-04 3.514480266e-01 7.338973179e-13) (3.547730165e-04 3.406242213e-01 -4.292043962e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.36            	((1.401930711e+00 -2.408501246e-03 2.361029572e-19) (1.358227105e+00 -1.413037546e-03 -2.308581174e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.021253116e-04 3.504826778e-01 7.236932408e-13) (3.532593865e-04 3.395567762e-01 -4.260728916e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.4             	((1.395205701e+00 -2.299801864e-03 2.332631641e-19) (1.354749293e+00 -1.422658052e-03 -2.301633932e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.749504660e-04 3.488014252e-01 7.294870003e-13) (3.556645129e-04 3.386873231e-01 -4.246291347e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.44            	((1.391649620e+00 -2.249492910e-03 2.327767505e-19) (1.351094723e+00 -1.429380218e-03 -2.297502868e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.623732274e-04 3.479124050e-01 7.221786103e-13) (3.573450546e-04 3.377736806e-01 -4.225719305e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.48            	((1.388251683e+00 -2.235326753e-03 2.323011621e-19) (1.347541510e+00 -1.431499390e-03 -2.293490329e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.588316881e-04 3.470629207e-01 7.160962361e-13) (3.578748474e-04 3.368853776e-01 -4.205602940e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.52            	((1.384927598e+00 -2.228518682e-03 2.318315968e-19) (1.344065512e+00 -1.431772375e-03 -2.289613738e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.571296705e-04 3.462318996e-01 7.086306368e-13) (3.579430937e-04 3.360163781e-01 -4.186174520e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.56            	((1.381643561e+00 -2.219210419e-03 2.313646421e-19) (1.340648520e+00 -1.431430837e-03 -2.285801078e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.548026049e-04 3.454108902e-01 7.012849502e-13) (3.578577093e-04 3.351621300e-01 -4.167730219e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.6             	((1.379522561e+00 -2.345733096e-03 2.312964876e-19) (1.337470071e+00 -1.435611696e-03 -2.282398793e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.864332741e-04 3.448806403e-01 7.425416618e-13) (3.589029241e-04 3.343675178e-01 -4.159121701e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.64            	((1.376986431e+00 -2.401913966e-03 2.309542098e-19) (1.334573736e+00 -1.434453562e-03 -2.278905338e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.004784914e-04 3.442466077e-01 7.463272621e-13) (3.586133904e-04 3.336434339e-01 -4.147398124e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.68            	((1.374340467e+00 -2.380032914e-03 2.305918013e-19) (1.331772104e+00 -1.418158657e-03 -2.275746534e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.950082284e-04 3.435851167e-01 7.320075535e-13) (3.545396643e-04 3.329430260e-01 -4.133158700e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.72            	((1.371716420e+00 -2.379318123e-03 2.302166643e-19) (1.329023583e+00 -1.411479659e-03 -2.272549623e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.948295308e-04 3.429291049e-01 7.247178118e-13) (3.528699148e-04 3.322558958e-01 -4.117305056e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.76            	((1.369131501e+00 -2.375851080e-03 2.298536512e-19) (1.326320465e+00 -1.406750063e-03 -2.269430679e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.939627701e-04 3.422828754e-01 7.176501147e-13) (3.516875157e-04 3.315801161e-01 -4.101266426e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.8             	((1.366593357e+00 -2.372848113e-03 2.294955814e-19) (1.323657557e+00 -1.402350407e-03 -2.266374107e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.932120282e-04 3.416483392e-01 7.109109308e-13) (3.505876017e-04 3.309143892e-01 -4.085699640e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.84            	((1.364088197e+00 -2.350502240e-03 2.291502000e-19) (1.321034215e+00 -1.398671208e-03 -2.263414153e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.876255601e-04 3.410220494e-01 7.033301892e-13) (3.496678021e-04 3.302585536e-01 -4.071124399e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.88            	((1.361592641e+00 -2.348540688e-03 2.287927831e-19) (1.318447192e+00 -1.392070297e-03 -2.260336294e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.871351720e-04 3.403981603e-01 6.987379425e-13) (3.480175742e-04 3.296117980e-01 -4.057143147e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.92            	((1.359139560e+00 -2.336455106e-03 2.284429628e-19) (1.315896951e+00 -1.384321255e-03 -2.257347480e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.841137764e-04 3.397848900e-01 6.919291529e-13) (3.460803138e-04 3.289742376e-01 -4.044177003e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
2.96            	((1.356749733e+00 -2.330377344e-03 2.281096762e-19) (1.313390251e+00 -1.378636087e-03 -2.254405067e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.825943359e-04 3.391874333e-01 6.862318873e-13) (3.446590217e-04 3.283475628e-01 -4.031795069e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3               	((1.354400804e+00 -2.327985262e-03 2.277811814e-19) (1.310927904e+00 -1.374471683e-03 -2.251498503e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.819963154e-04 3.386002010e-01 6.812187533e-13) (3.436179208e-04 3.277319760e-01 -4.019266896e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.04            	((1.352091051e+00 -2.334250361e-03 2.274535283e-19) (1.308508571e+00 -1.372485700e-03 -2.248611205e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.835625902e-04 3.380227628e-01 6.775873265e-13) (3.431214250e-04 3.271271429e-01 -4.006155538e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
3.08            	((1.349819070e+00 -2.277004230e-03 2.271631552e-19) (1.306131506e+00 -1.367395045e-03 -2.245933778e-19) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.692510575e-04 3.374547675e-01 6.669311371e-13) (3.418487612e-04 3.265328766e-01 -3.992243693e-04) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
