# Time          	Cd              	Cl              	Cl(f)           	Cl(r)           
66,76	1,33E+00	-4,19E-03	1,68E-03	-5,87E-03
66,8	1,33E+00	-1,53E-02	-3,78E-03	-1,15E-02
66,84	1,33E+00	-2,68E-02	-9,45E-03	-1,73E-02
66,88	1,33E+00	-3,80E-02	-1,50E-02	-2,30E-02
66,92	1,33E+00	-4,98E-02	-2,08E-02	-2,90E-02
66,96	1,33E+00	-6,05E-02	-2,61E-02	-3,44E-02
67	1,33E+00	-7,20E-02	-3,18E-02	-4,02E-02
67,04	1,33E+00	-8,35E-02	-3,75E-02	-4,60E-02
67,08	1,33E+00	-9,44E-02	-4,29E-02	-5,15E-02
67,12	1,33E+00	-1,05E-01	-4,84E-02	-5,71E-02
67,16	1,33E+00	-1,16E-01	-5,34E-02	-6,22E-02
67,2	1,33E+00	-1,26E-01	-5,88E-02	-6,76E-02
67,24	1,33E+00	-1,37E-01	-6,40E-02	-7,28E-02
67,28	1,33E+00	-1,47E-01	-6,92E-02	-7,81E-02
67,32	1,33E+00	-1,58E-01	-7,43E-02	-8,32E-02
67,36	1,33E+00	-1,67E-01	-7,92E-02	-8,81E-02
67,4	1,33E+00	-1,76E-01	-8,34E-02	-9,23E-02
67,44	1,33E+00	-1,85E-01	-8,81E-02	-9,69E-02
67,48	1,33E+00	-1,94E-01	-9,24E-02	-1,01E-01
67,52	1,33E+00	-2,03E-01	-9,73E-02	-1,06E-01
67,56	1,33E+00	-2,12E-01	-1,02E-01	-1,10E-01
67,6	1,33E+00	-2,19E-01	-1,05E-01	-1,14E-01
67,64	1,33E+00	-2,27E-01	-1,09E-01	-1,18E-01
67,68	1,33E+00	-2,35E-01	-1,13E-01	-1,22E-01
67,72	1,33E+00	-2,42E-01	-1,17E-01	-1,25E-01
67,76	1,33E+00	-2,48E-01	-1,20E-01	-1,28E-01
67,8	1,33E+00	-2,55E-01	-1,23E-01	-1,31E-01
67,84	1,33E+00	-2,60E-01	-1,26E-01	-1,34E-01
67,88	1,33E+00	-2,66E-01	-1,29E-01	-1,37E-01
67,92	1,33E+00	-2,71E-01	-1,32E-01	-1,39E-01
67,96	1,33E+00	-2,75E-01	-1,34E-01	-1,41E-01
68	1,34E+00	-2,78E-01	-1,36E-01	-1,43E-01
68,04	1,34E+00	-2,83E-01	-1,38E-01	-1,45E-01
68,08	1,34E+00	-2,86E-01	-1,40E-01	-1,46E-01
68,12	1,34E+00	-2,89E-01	-1,41E-01	-1,47E-01
68,16	1,34E+00	-2,90E-01	-1,42E-01	-1,48E-01
68,2	1,34E+00	-2,92E-01	-1,43E-01	-1,49E-01
68,24	1,34E+00	-2,93E-01	-1,44E-01	-1,49E-01
68,28	1,34E+00	-2,94E-01	-1,45E-01	-1,50E-01
68,32	1,34E+00	-2,95E-01	-1,45E-01	-1,50E-01
68,36	1,34E+00	-2,95E-01	-1,45E-01	-1,50E-01
68,4	1,34E+00	-2,94E-01	-1,45E-01	-1,49E-01
68,44	1,34E+00	-2,92E-01	-1,44E-01	-1,48E-01
68,48	1,34E+00	-2,91E-01	-1,44E-01	-1,47E-01
68,52	1,34E+00	-2,90E-01	-1,43E-01	-1,47E-01
68,56	1,34E+00	-2,86E-01	-1,42E-01	-1,45E-01
68,6	1,34E+00	-2,83E-01	-1,40E-01	-1,43E-01
68,64	1,34E+00	-2,80E-01	-1,39E-01	-1,41E-01
68,68	1,34E+00	-2,76E-01	-1,37E-01	-1,39E-01
68,72	1,34E+00	-2,72E-01	-1,35E-01	-1,37E-01
68,76	1,34E+00	-2,67E-01	-1,33E-01	-1,34E-01
68,8	1,34E+00	-2,61E-01	-1,30E-01	-1,31E-01
68,84	1,34E+00	-2,56E-01	-1,28E-01	-1,28E-01
68,88	1,34E+00	-2,50E-01	-1,25E-01	-1,25E-01
68,92	1,34E+00	-2,43E-01	-1,22E-01	-1,21E-01
68,96	1,34E+00	-2,37E-01	-1,19E-01	-1,18E-01
69	1,34E+00	-2,29E-01	-1,15E-01	-1,14E-01
69,04	1,34E+00	-2,22E-01	-1,12E-01	-1,10E-01
69,08	1,34E+00	-2,14E-01	-1,08E-01	-1,06E-01
69,12	1,34E+00	-2,05E-01	-1,04E-01	-1,02E-01
69,16	1,34E+00	-1,97E-01	-9,96E-02	-9,74E-02
69,2	1,34E+00	-1,88E-01	-9,54E-02	-9,28E-02
69,24	1,34E+00	-1,79E-01	-9,12E-02	-8,83E-02
69,28	1,34E+00	-1,69E-01	-8,63E-02	-8,30E-02
69,32	1,34E+00	-1,60E-01	-8,18E-02	-7,82E-02
69,36	1,34E+00	-1,49E-01	-7,66E-02	-7,28E-02
69,4	1,34E+00	-1,40E-01	-7,19E-02	-6,77E-02
69,44	1,34E+00	-1,29E-01	-6,68E-02	-6,23E-02
69,48	1,34E+00	-1,18E-01	-6,14E-02	-5,66E-02
69,52	1,34E+00	-1,07E-01	-5,62E-02	-5,12E-02
69,56	1,34E+00	-9,67E-02	-5,10E-02	-4,57E-02
69,6	1,34E+00	-8,54E-02	-4,55E-02	-3,99E-02
69,64	1,34E+00	-7,42E-02	-4,00E-02	-3,42E-02
69,68	1,34E+00	-6,29E-02	-3,45E-02	-2,84E-02
69,72	1,34E+00	-5,14E-02	-2,89E-02	-2,25E-02
69,76	1,34E+00	-3,97E-02	-2,31E-02	-1,65E-02
69,8	1,34E+00	-2,83E-02	-1,76E-02	-1,08E-02
69,84	1,34E+00	-1,68E-02	-1,19E-02	-4,88E-03
69,88	1,34E+00	-4,42E-03	-5,81E-03	1,39E-03
69,92	1,34E+00	6,93E-03	-2,31E-04	7,16E-03
69,96	1,34E+00	1,92E-02	5,82E-03	1,34E-02
70	1,34E+00	3,04E-02	1,13E-02	1,90E-02
70,04	1,34E+00	4,23E-02	1,72E-02	2,51E-02
70,08	1,34E+00	5,37E-02	2,28E-02	3,08E-02
70,12	1,33E+00	6,54E-02	2,86E-02	3,68E-02
70,16	1,33E+00	7,66E-02	3,42E-02	4,24E-02
70,2	1,33E+00	8,81E-02	3,99E-02	4,82E-02
70,24	1,33E+00	1,00E-01	4,58E-02	5,42E-02
70,28	1,33E+00	1,11E-01	5,11E-02	5,96E-02
70,32	1,33E+00	1,22E-01	5,65E-02	6,51E-02
70,36	1,33E+00	1,32E-01	6,19E-02	7,05E-02
70,4	1,33E+00	1,43E-01	6,70E-02	7,56E-02
70,44	1,33E+00	1,53E-01	7,22E-02	8,08E-02
70,48	1,33E+00	1,63E-01	7,72E-02	8,58E-02
70,52	1,33E+00	1,73E-01	8,20E-02	9,06E-02
70,56	1,33E+00	1,82E-01	8,68E-02	9,53E-02
70,6	1,33E+00	1,91E-01	9,14E-02	9,98E-02
70,64	1,33E+00	2,01E-01	9,61E-02	1,05E-01
70,68	1,34E+00	2,09E-01	1,00E-01	1,09E-01
70,72	1,34E+00	2,17E-01	1,04E-01	1,13E-01
70,76	1,34E+00	2,25E-01	1,08E-01	1,17E-01
70,8	1,34E+00	2,33E-01	1,12E-01	1,21E-01
70,84	1,34E+00	2,40E-01	1,16E-01	1,24E-01
70,88	1,34E+00	2,47E-01	1,19E-01	1,27E-01
70,92	1,34E+00	2,53E-01	1,23E-01	1,30E-01
70,96	1,34E+00	2,59E-01	1,26E-01	1,33E-01
71	1,34E+00	2,64E-01	1,29E-01	1,36E-01
71,04	1,34E+00	2,70E-01	1,32E-01	1,39E-01
71,08	1,34E+00	2,74E-01	1,33E-01	1,40E-01
71,12	1,34E+00	2,78E-01	1,36E-01	1,42E-01
71,16	1,34E+00	2,82E-01	1,38E-01	1,44E-01
71,2	1,34E+00	2,85E-01	1,39E-01	1,46E-01
71,24	1,34E+00	2,87E-01	1,41E-01	1,47E-01
71,28	1,34E+00	2,90E-01	1,42E-01	1,48E-01
71,32	1,34E+00	2,91E-01	1,43E-01	1,48E-01
71,36	1,34E+00	2,92E-01	1,44E-01	1,49E-01
71,4	1,34E+00	2,94E-01	1,45E-01	1,49E-01
71,44	1,34E+00	2,94E-01	1,45E-01	1,49E-01
71,48	1,34E+00	2,94E-01	1,45E-01	1,49E-01
71,52	1,34E+00	2,94E-01	1,45E-01	1,49E-01
71,56	1,34E+00	2,92E-01	1,44E-01	1,48E-01
71,6	1,35E+00	2,91E-01	1,44E-01	1,47E-01
71,64	1,35E+00	2,89E-01	1,43E-01	1,46E-01
71,68	1,35E+00	2,86E-01	1,42E-01	1,44E-01
71,72	1,35E+00	2,83E-01	1,40E-01	1,43E-01
71,76	1,35E+00	2,79E-01	1,39E-01	1,41E-01
71,8	1,35E+00	2,76E-01	1,37E-01	1,39E-01
71,84	1,35E+00	2,71E-01	1,35E-01	1,36E-01
71,88	1,35E+00	2,66E-01	1,33E-01	1,34E-01
71,92	1,35E+00	2,61E-01	1,30E-01	1,31E-01
71,96	1,35E+00	2,55E-01	1,28E-01	1,28E-01
72	1,35E+00	2,50E-01	1,25E-01	1,25E-01
72,04	1,35E+00	2,43E-01	1,22E-01	1,21E-01
72,08	1,35E+00	2,36E-01	1,19E-01	1,18E-01
72,12	1,35E+00	2,29E-01	1,15E-01	1,14E-01
72,16	1,35E+00	2,22E-01	1,12E-01	1,10E-01
72,2	1,35E+00	2,13E-01	1,08E-01	1,06E-01
72,24	1,34E+00	2,05E-01	1,04E-01	1,01E-01
72,28	1,34E+00	1,97E-01	9,96E-02	9,70E-02
72,32	1,34E+00	1,88E-01	9,55E-02	9,25E-02
72,36	1,34E+00	1,79E-01	9,10E-02	8,77E-02
72,4	1,34E+00	1,69E-01	8,62E-02	8,25E-02
72,44	1,34E+00	1,59E-01	8,13E-02	7,73E-02
72,48	1,34E+00	1,49E-01	7,64E-02	7,21E-02
72,52	1,34E+00	1,38E-01	7,13E-02	6,67E-02
72,56	1,34E+00	1,27E-01	6,61E-02	6,12E-02
72,6	1,34E+00	1,16E-01	6,09E-02	5,56E-02
72,64	1,34E+00	1,06E-01	5,58E-02	5,03E-02
72,68	1,34E+00	9,48E-02	5,03E-02	4,45E-02
72,72	1,34E+00	8,30E-02	4,45E-02	3,85E-02
72,76	1,34E+00	7,15E-02	3,89E-02	3,26E-02
72,8	1,34E+00	6,00E-02	3,33E-02	2,67E-02
72,84	1,34E+00	4,84E-02	2,76E-02	2,08E-02
72,88	1,34E+00	3,69E-02	2,20E-02	1,49E-02
72,92	1,34E+00	2,51E-02	1,62E-02	8,89E-03
72,96	1,34E+00	1,30E-02	1,03E-02	2,76E-03
73	1,34E+00	2,73E-04	3,99E-03	-3,72E-03
73,04	1,34E+00	-1,17E-02	-1,90E-03	-9,79E-03
73,08	1,34E+00	-2,31E-02	-7,51E-03	-1,56E-02
73,12	1,34E+00	-3,50E-02	-1,34E-02	-2,16E-02
73,16	1,34E+00	-4,71E-02	-1,93E-02	-2,77E-02
73,2	1,34E+00	-5,90E-02	-2,53E-02	-3,38E-02
73,24	1,33E+00	-7,05E-02	-3,09E-02	-3,96E-02
73,28	1,33E+00	-8,18E-02	-3,65E-02	-4,53E-02
73,32	1,33E+00	-9,40E-02	-4,25E-02	-5,14E-02
73,36	1,33E+00	-1,05E-01	-4,83E-02	-5,72E-02
73,4	1,33E+00	-1,17E-01	-5,38E-02	-6,28E-02
73,44	1,33E+00	-1,27E-01	-5,89E-02	-6,80E-02
73,48	1,33E+00	-1,38E-01	-6,45E-02	-7,36E-02
73,52	1,33E+00	-1,49E-01	-6,98E-02	-7,90E-02
73,56	1,33E+00	-1,60E-01	-7,53E-02	-8,44E-02
73,6	1,33E+00	-1,70E-01	-8,03E-02	-8,95E-02
73,64	1,33E+00	-1,80E-01	-8,52E-02	-9,43E-02
73,68	1,33E+00	-1,88E-01	-8,96E-02	-9,88E-02
73,72	1,34E+00	-1,99E-01	-9,47E-02	-1,04E-01
73,76	1,34E+00	-2,07E-01	-9,89E-02	-1,08E-01
73,8	1,34E+00	-2,16E-01	-1,04E-01	-1,13E-01
73,84	1,34E+00	-2,25E-01	-1,08E-01	-1,17E-01
73,88	1,34E+00	-2,33E-01	-1,12E-01	-1,21E-01
73,92	1,34E+00	-2,41E-01	-1,16E-01	-1,25E-01
73,96	1,34E+00	-2,48E-01	-1,20E-01	-1,28E-01
74	1,34E+00	-2,55E-01	-1,23E-01	-1,32E-01
74,04	1,34E+00	-2,61E-01	-1,26E-01	-1,35E-01
74,08	1,34E+00	-2,67E-01	-1,30E-01	-1,38E-01
74,12	1,34E+00	-2,73E-01	-1,33E-01	-1,40E-01
74,16	1,34E+00	-2,78E-01	-1,35E-01	-1,43E-01
74,2	1,34E+00	-2,83E-01	-1,38E-01	-1,45E-01
74,24	1,34E+00	-2,87E-01	-1,40E-01	-1,47E-01
74,28	1,34E+00	-2,91E-01	-1,42E-01	-1,49E-01
74,32	1,34E+00	-2,95E-01	-1,44E-01	-1,51E-01
74,36	1,34E+00	-2,97E-01	-1,45E-01	-1,52E-01
74,4	1,34E+00	-2,99E-01	-1,46E-01	-1,53E-01
74,44	1,34E+00	-3,01E-01	-1,48E-01	-1,54E-01
74,48	1,34E+00	-3,03E-01	-1,48E-01	-1,54E-01
74,52	1,34E+00	-3,04E-01	-1,49E-01	-1,55E-01
74,56	1,35E+00	-3,04E-01	-1,50E-01	-1,55E-01
74,6	1,35E+00	-3,04E-01	-1,50E-01	-1,54E-01
74,64	1,35E+00	-3,04E-01	-1,50E-01	-1,54E-01
74,68	1,35E+00	-3,02E-01	-1,49E-01	-1,53E-01
74,72	1,35E+00	-3,00E-01	-1,48E-01	-1,52E-01
74,76	1,35E+00	-2,99E-01	-1,48E-01	-1,51E-01
74,8	1,35E+00	-2,96E-01	-1,46E-01	-1,49E-01
74,84	1,35E+00	-2,92E-01	-1,45E-01	-1,48E-01
74,88	1,35E+00	-2,89E-01	-1,43E-01	-1,46E-01
74,92	1,35E+00	-2,85E-01	-1,41E-01	-1,44E-01
74,96	1,35E+00	-2,80E-01	-1,39E-01	-1,41E-01
75	1,35E+00	-2,76E-01	-1,37E-01	-1,39E-01
75,04	1,35E+00	-2,70E-01	-1,35E-01	-1,36E-01
75,08	1,35E+00	-2,65E-01	-1,32E-01	-1,33E-01
75,12	1,35E+00	-2,58E-01	-1,29E-01	-1,29E-01
75,16	1,35E+00	-2,52E-01	-1,26E-01	-1,26E-01
75,2	1,35E+00	-2,44E-01	-1,22E-01	-1,22E-01
75,24	1,35E+00	-2,37E-01	-1,19E-01	-1,18E-01
75,28	1,35E+00	-2,30E-01	-1,15E-01	-1,14E-01
75,32	1,35E+00	-2,22E-01	-1,12E-01	-1,10E-01
75,36	1,35E+00	-2,13E-01	-1,07E-01	-1,06E-01
75,4	1,35E+00	-2,04E-01	-1,03E-01	-1,01E-01
75,44	1,35E+00	-1,95E-01	-9,87E-02	-9,62E-02
75,48	1,35E+00	-1,86E-01	-9,43E-02	-9,14E-02
75,52	1,35E+00	-1,76E-01	-8,95E-02	-8,63E-02
75,56	1,35E+00	-1,65E-01	-8,44E-02	-8,08E-02
75,6	1,35E+00	-1,55E-01	-7,96E-02	-7,57E-02
75,64	1,35E+00	-1,45E-01	-7,45E-02	-7,03E-02
75,68	1,35E+00	-1,34E-01	-6,93E-02	-6,48E-02
75,72	1,35E+00	-1,23E-01	-6,39E-02	-5,91E-02
75,76	1,35E+00	-1,12E-01	-5,85E-02	-5,34E-02
75,8	1,35E+00	-1,00E-01	-5,28E-02	-4,74E-02
75,84	1,34E+00	-8,89E-02	-4,73E-02	-4,16E-02
75,88	1,34E+00	-7,74E-02	-4,17E-02	-3,58E-02
75,92	1,34E+00	-6,56E-02	-3,59E-02	-2,97E-02
75,96	1,34E+00	-5,42E-02	-3,03E-02	-2,39E-02
76	1,34E+00	-4,20E-02	-2,43E-02	-1,76E-02
76,04	1,34E+00	-3,03E-02	-1,86E-02	-1,17E-02
76,08	1,34E+00	-1,84E-02	-1,28E-02	-5,62E-03
76,12	1,34E+00	-6,04E-03	-6,69E-03	6,46E-04
76,16	1,34E+00	6,42E-03	-5,55E-04	6,97E-03
76,2	1,34E+00	1,85E-02	5,38E-03	1,31E-02
76,24	1,34E+00	3,11E-02	1,16E-02	1,95E-02
76,28	1,34E+00	4,23E-02	1,72E-02	2,52E-02
76,32	1,34E+00	5,43E-02	2,31E-02	3,13E-02
76,36	1,34E+00	6,61E-02	2,89E-02	3,72E-02
76,4	1,34E+00	7,76E-02	3,46E-02	4,30E-02
76,44	1,34E+00	8,88E-02	4,02E-02	4,87E-02
76,48	1,34E+00	1,02E-01	4,66E-02	5,51E-02
76,52	1,34E+00	1,13E-01	5,21E-02	6,08E-02
76,56	1,34E+00	1,24E-01	5,75E-02	6,62E-02
76,6	1,34E+00	1,34E-01	6,29E-02	7,16E-02
76,64	1,34E+00	1,45E-01	6,83E-02	7,71E-02
76,68	1,34E+00	1,56E-01	7,36E-02	8,24E-02
76,72	1,34E+00	1,66E-01	7,88E-02	8,76E-02
76,76	1,34E+00	1,76E-01	8,34E-02	9,22E-02
76,8	1,34E+00	1,86E-01	8,85E-02	9,72E-02
76,84	1,34E+00	1,96E-01	9,34E-02	1,02E-01
76,88	1,34E+00	2,05E-01	9,81E-02	1,07E-01
76,92	1,34E+00	2,14E-01	1,03E-01	1,11E-01
76,96	1,34E+00	2,22E-01	1,07E-01	1,15E-01
77	1,34E+00	2,30E-01	1,11E-01	1,19E-01
77,04	1,34E+00	2,38E-01	1,15E-01	1,23E-01
77,08	1,34E+00	2,45E-01	1,19E-01	1,27E-01
77,12	1,34E+00	2,52E-01	1,22E-01	1,30E-01
77,16	1,34E+00	2,59E-01	1,26E-01	1,34E-01
77,2	1,34E+00	2,65E-01	1,29E-01	1,36E-01
77,24	1,34E+00	2,70E-01	1,31E-01	1,39E-01
77,28	1,34E+00	2,76E-01	1,34E-01	1,42E-01
77,32	1,34E+00	2,80E-01	1,36E-01	1,43E-01
77,36	1,34E+00	2,84E-01	1,39E-01	1,45E-01
77,4	1,34E+00	2,88E-01	1,41E-01	1,47E-01
77,44	1,35E+00	2,91E-01	1,42E-01	1,49E-01
77,48	1,35E+00	2,94E-01	1,44E-01	1,50E-01
77,52	1,35E+00	2,96E-01	1,45E-01	1,51E-01
77,56	1,35E+00	2,98E-01	1,46E-01	1,52E-01
77,6	1,35E+00	2,99E-01	1,47E-01	1,52E-01
77,64	1,35E+00	3,00E-01	1,48E-01	1,53E-01
77,68	1,35E+00	3,00E-01	1,48E-01	1,52E-01
77,72	1,35E+00	3,00E-01	1,48E-01	1,52E-01
77,76	1,35E+00	3,00E-01	1,48E-01	1,52E-01
77,8	1,35E+00	2,99E-01	1,48E-01	1,51E-01
77,84	1,35E+00	2,97E-01	1,47E-01	1,50E-01
77,88	1,35E+00	2,95E-01	1,46E-01	1,49E-01
77,92	1,35E+00	2,92E-01	1,45E-01	1,47E-01
77,96	1,35E+00	2,89E-01	1,43E-01	1,45E-01
78	1,35E+00	2,85E-01	1,42E-01	1,44E-01
78,04	1,35E+00	2,81E-01	1,40E-01	1,41E-01
78,08	1,35E+00	2,77E-01	1,38E-01	1,39E-01
78,12	1,35E+00	2,72E-01	1,35E-01	1,36E-01
78,16	1,35E+00	2,66E-01	1,33E-01	1,33E-01
78,2	1,35E+00	2,60E-01	1,30E-01	1,30E-01
78,24	1,35E+00	2,54E-01	1,27E-01	1,27E-01
78,28	1,35E+00	2,48E-01	1,24E-01	1,24E-01
78,32	1,35E+00	2,41E-01	1,21E-01	1,20E-01
78,36	1,35E+00	2,33E-01	1,17E-01	1,16E-01
78,4	1,35E+00	2,26E-01	1,14E-01	1,12E-01
78,44	1,35E+00	2,17E-01	1,09E-01	1,08E-01
78,48	1,35E+00	2,09E-01	1,06E-01	1,03E-01
78,52	1,35E+00	2,00E-01	1,01E-01	9,85E-02
78,56	1,35E+00	1,91E-01	9,68E-02	9,38E-02
78,6	1,35E+00	1,81E-01	9,24E-02	8,90E-02
78,64	1,35E+00	1,71E-01	8,74E-02	8,37E-02
78,68	1,35E+00	1,61E-01	8,25E-02	7,84E-02
78,72	1,35E+00	1,51E-01	7,74E-02	7,31E-02
78,76	1,35E+00	1,40E-01	7,23E-02	6,76E-02
78,8	1,35E+00	1,29E-01	6,69E-02	6,19E-02
78,84	1,34E+00	1,18E-01	6,15E-02	5,62E-02
78,88	1,35E+00	1,07E-01	5,63E-02	5,07E-02
78,92	1,34E+00	9,56E-02	5,07E-02	4,49E-02
78,96	1,34E+00	8,35E-02	4,49E-02	3,87E-02
79	1,34E+00	7,19E-02	3,91E-02	3,27E-02
79,04	1,34E+00	6,02E-02	3,34E-02	2,67E-02
79,08	1,34E+00	4,84E-02	2,77E-02	2,07E-02
79,12	1,34E+00	3,63E-02	2,18E-02	1,46E-02
79,16	1,34E+00	2,44E-02	1,59E-02	8,51E-03
79,2	1,34E+00	1,25E-02	1,00E-02	2,42E-03
79,24	1,34E+00	-7,42E-04	3,54E-03	-4,29E-03
79,28	1,34E+00	-1,29E-02	-2,44E-03	-1,05E-02
79,32	1,34E+00	-2,48E-02	-8,30E-03	-1,65E-02
79,36	1,34E+00	-3,68E-02	-1,42E-02	-2,26E-02
79,4	1,34E+00	-4,90E-02	-2,02E-02	-2,88E-02
79,44	1,34E+00	-6,16E-02	-2,65E-02	-3,52E-02
79,48	1,34E+00	-7,29E-02	-3,21E-02	-4,09E-02
79,52	1,34E+00	-8,43E-02	-3,77E-02	-4,66E-02
79,56	1,34E+00	-9,67E-02	-4,38E-02	-5,29E-02
79,6	1,34E+00	-1,08E-01	-4,97E-02	-5,88E-02
79,64	1,34E+00	-1,20E-01	-5,54E-02	-6,45E-02
79,68	1,34E+00	-1,30E-01	-6,04E-02	-6,96E-02
79,72	1,34E+00	-1,42E-01	-6,61E-02	-7,54E-02
79,76	1,34E+00	-1,52E-01	-7,16E-02	-8,09E-02
79,8	1,34E+00	-1,63E-01	-7,71E-02	-8,64E-02
79,84	1,34E+00	-1,74E-01	-8,22E-02	-9,15E-02
79,88	1,34E+00	-1,84E-01	-8,72E-02	-9,65E-02
79,92	1,34E+00	-1,93E-01	-9,17E-02	-1,01E-01
79,96	1,34E+00	-2,03E-01	-9,68E-02	-1,06E-01
80	1,34E+00	-2,11E-01	-1,01E-01	-1,10E-01
80,04	1,34E+00	-2,20E-01	-1,06E-01	-1,15E-01
80,08	1,34E+00	-2,29E-01	-1,10E-01	-1,19E-01
80,12	1,34E+00	-2,38E-01	-1,14E-01	-1,23E-01
80,16	1,34E+00	-2,46E-01	-1,18E-01	-1,27E-01
80,2	1,34E+00	-2,52E-01	-1,22E-01	-1,31E-01
80,24	1,34E+00	-2,60E-01	-1,26E-01	-1,34E-01
80,28	1,34E+00	-2,66E-01	-1,29E-01	-1,37E-01
80,32	1,34E+00	-2,72E-01	-1,32E-01	-1,40E-01
80,36	1,34E+00	-2,78E-01	-1,35E-01	-1,43E-01
80,4	1,34E+00	-2,83E-01	-1,38E-01	-1,45E-01
80,44	1,34E+00	-2,88E-01	-1,40E-01	-1,48E-01
80,48	1,34E+00	-2,92E-01	-1,42E-01	-1,49E-01
80,52	1,34E+00	-2,95E-01	-1,44E-01	-1,51E-01
80,56	1,34E+00	-2,99E-01	-1,46E-01	-1,53E-01
80,6	1,35E+00	-3,02E-01	-1,48E-01	-1,54E-01
80,64	1,35E+00	-3,04E-01	-1,49E-01	-1,55E-01
80,68	1,35E+00	-3,06E-01	-1,50E-01	-1,56E-01
80,72	1,35E+00	-3,07E-01	-1,51E-01	-1,56E-01
80,76	1,35E+00	-3,08E-01	-1,51E-01	-1,57E-01
80,8	1,35E+00	-3,09E-01	-1,52E-01	-1,57E-01
80,84	1,35E+00	-3,08E-01	-1,52E-01	-1,56E-01
80,88	1,35E+00	-3,08E-01	-1,52E-01	-1,56E-01
80,92	1,35E+00	-3,06E-01	-1,51E-01	-1,55E-01
80,96	1,35E+00	-3,04E-01	-1,50E-01	-1,54E-01
81	1,35E+00	-3,03E-01	-1,50E-01	-1,53E-01
81,04	1,35E+00	-2,99E-01	-1,48E-01	-1,51E-01
81,08	1,35E+00	-2,96E-01	-1,47E-01	-1,49E-01
81,12	1,35E+00	-2,92E-01	-1,45E-01	-1,47E-01
81,16	1,35E+00	-2,88E-01	-1,43E-01	-1,45E-01
81,2	1,35E+00	-2,83E-01	-1,41E-01	-1,43E-01
81,24	1,35E+00	-2,78E-01	-1,39E-01	-1,40E-01
81,28	1,35E+00	-2,73E-01	-1,36E-01	-1,37E-01
81,32	1,35E+00	-2,67E-01	-1,33E-01	-1,34E-01
81,36	1,35E+00	-2,60E-01	-1,30E-01	-1,30E-01
81,4	1,35E+00	-2,53E-01	-1,27E-01	-1,27E-01
81,44	1,35E+00	-2,46E-01	-1,23E-01	-1,23E-01
81,48	1,35E+00	-2,39E-01	-1,20E-01	-1,19E-01
81,52	1,35E+00	-2,31E-01	-1,16E-01	-1,15E-01
81,56	1,35E+00	-2,23E-01	-1,12E-01	-1,11E-01
81,6	1,35E+00	-2,14E-01	-1,08E-01	-1,06E-01
81,64	1,35E+00	-2,05E-01	-1,04E-01	-1,01E-01
81,68	1,35E+00	-1,95E-01	-9,90E-02	-9,64E-02
81,72	1,35E+00	-1,86E-01	-9,45E-02	-9,16E-02
81,76	1,35E+00	-1,76E-01	-8,96E-02	-8,63E-02
81,8	1,35E+00	-1,65E-01	-8,45E-02	-8,08E-02
81,84	1,35E+00	-1,55E-01	-7,95E-02	-7,55E-02
81,88	1,35E+00	-1,44E-01	-7,42E-02	-7,00E-02
81,92	1,35E+00	-1,34E-01	-6,91E-02	-6,45E-02
81,96	1,35E+00	-1,22E-01	-6,34E-02	-5,85E-02
82	1,35E+00	-1,11E-01	-5,81E-02	-5,28E-02
82,04	1,35E+00	-9,92E-02	-5,24E-02	-4,69E-02
82,08	1,35E+00	-8,76E-02	-4,67E-02	-4,09E-02
82,12	1,35E+00	-7,58E-02	-4,09E-02	-3,49E-02
82,16	1,34E+00	-6,39E-02	-3,51E-02	-2,88E-02
82,2	1,34E+00	-5,20E-02	-2,93E-02	-2,27E-02
82,24	1,34E+00	-4,04E-02	-2,36E-02	-1,68E-02
82,28	1,34E+00	-2,80E-02	-1,75E-02	-1,05E-02
82,32	1,34E+00	-1,59E-02	-1,16E-02	-4,31E-03
82,36	1,34E+00	-3,40E-03	-5,42E-03	2,02E-03
82,4	1,34E+00	9,15E-03	7,54E-04	8,39E-03
82,44	1,34E+00	2,14E-02	6,80E-03	1,46E-02
82,48	1,34E+00	3,42E-02	1,31E-02	2,11E-02
82,52	1,34E+00	4,55E-02	1,87E-02	2,68E-02
82,56	1,34E+00	5,74E-02	2,46E-02	3,29E-02
82,6	1,34E+00	6,96E-02	3,06E-02	3,90E-02
82,64	1,34E+00	8,13E-02	3,64E-02	4,49E-02
82,68	1,34E+00	9,25E-02	4,20E-02	5,06E-02
82,72	1,34E+00	1,06E-01	4,84E-02	5,71E-02
82,76	1,34E+00	1,17E-01	5,40E-02	6,28E-02
82,8	1,34E+00	1,28E-01	5,94E-02	6,83E-02
82,84	1,34E+00	1,39E-01	6,49E-02	7,37E-02
82,88	1,34E+00	1,49E-01	7,03E-02	7,92E-02
82,92	1,34E+00	1,60E-01	7,56E-02	8,45E-02
82,96	1,34E+00	1,71E-01	8,09E-02	8,98E-02
83	1,34E+00	1,80E-01	8,55E-02	9,44E-02
83,04	1,34E+00	1,90E-01	9,06E-02	9,94E-02
83,08	1,34E+00	2,00E-01	9,56E-02	1,04E-01
83,12	1,34E+00	2,09E-01	1,00E-01	1,09E-01
83,16	1,34E+00	2,18E-01	1,05E-01	1,13E-01
83,2	1,34E+00	2,26E-01	1,09E-01	1,17E-01
83,24	1,34E+00	2,35E-01	1,13E-01	1,22E-01
83,28	1,34E+00	2,42E-01	1,17E-01	1,25E-01
83,32	1,34E+00	2,50E-01	1,21E-01	1,29E-01
