# Force coefficients
# liftDir       : (0.000000000e+00 1.000000000e+00 0.000000000e+00)
# dragDir       : (1.000000000e+00 0.000000000e+00 0.000000000e+00)
# pitchAxis     : (0.000000000e+00 0.000000000e+00 1.000000000e+00)
# magUInf       : 1.000000000e+00
# lRef          : 1.000000000e+00
# Aref          : 5.000000000e-01
# CofR          : (0.000000000e+00 0.000000000e+00 0.000000000e+00)
# Time          	Cm              	Cd              	Cl              	Cl(f)           	Cl(r)           
17.6            	1.589873367e+02	-9.850290337e+00	-9.881040206e+00	1.540468166e+02	-1.639278568e+02
17.64           	1.590076325e+02	-9.971172106e+00	-9.923562857e+00	1.540458511e+02	-1.639694139e+02
17.68           	1.590259544e+02	-1.009421624e+01	-9.971919635e+00	1.540399945e+02	-1.640119142e+02
17.72           	1.590232586e+02	-1.020699039e+01	-9.877501687e+00	1.540845078e+02	-1.639620094e+02
17.76           	1.590164909e+02	-1.027528215e+01	-9.941796394e+00	1.540455927e+02	-1.639873891e+02
17.8            	1.590178177e+02	-1.038627429e+01	-9.994656664e+00	1.540204894e+02	-1.640151461e+02
17.84           	1.590231462e+02	-1.051769411e+01	-1.005898812e+01	1.539936521e+02	-1.640526402e+02
17.88           	1.590296323e+02	-1.065213950e+01	-1.012566548e+01	1.539667995e+02	-1.640924650e+02
17.92           	1.590360861e+02	-1.078682053e+01	-1.021299963e+01	1.539295863e+02	-1.641425859e+02
17.96           	1.590412804e+02	-1.092182882e+01	-1.030132814e+01	1.538906164e+02	-1.641919445e+02
18              	1.590466867e+02	-1.105841876e+01	-1.039559865e+01	1.538488873e+02	-1.642444860e+02
18.04           	1.590532211e+02	-1.120044998e+01	-1.050104974e+01	1.538026962e+02	-1.643037459e+02
18.08           	1.590563450e+02	-1.134303309e+01	-1.061368439e+01	1.537495028e+02	-1.643631872e+02
18.12           	1.590597709e+02	-1.148673672e+01	-1.073012111e+01	1.536947103e+02	-1.644248314e+02
18.16           	1.590627659e+02	-1.162345658e+01	-1.085051256e+01	1.536375096e+02	-1.644880222e+02
18.2            	1.590644669e+02	-1.175572662e+01	-1.096609949e+01	1.535814172e+02	-1.645475167e+02
18.24           	1.590639872e+02	-1.188288064e+01	-1.108604722e+01	1.535209636e+02	-1.646070108e+02
18.28           	1.590619224e+02	-1.200574188e+01	-1.120598759e+01	1.534589286e+02	-1.646649162e+02
18.32           	1.590579851e+02	-1.212340127e+01	-1.132961511e+01	1.533931775e+02	-1.647227926e+02
18.36           	1.590529980e+02	-1.224195256e+01	-1.145308050e+01	1.533264577e+02	-1.647795383e+02
18.4            	1.590504930e+02	-1.233399656e+01	-1.155010527e+01	1.532754404e+02	-1.648255456e+02
18.44           	1.590435454e+02	-1.245393474e+01	-1.168328695e+01	1.532019020e+02	-1.648851889e+02
18.48           	1.591155004e+02	-1.247155246e+01	-1.180316304e+01	1.532139189e+02	-1.650170819e+02
18.52           	1.590395145e+02	-1.264076554e+01	-1.190985691e+01	1.530845860e+02	-1.649944430e+02
18.56           	1.590314306e+02	-1.274560689e+01	-1.204082692e+01	1.530110171e+02	-1.650518441e+02
18.6            	1.590233361e+02	-1.285129964e+01	-1.217230586e+01	1.529371832e+02	-1.651094891e+02
18.64           	1.590109607e+02	-1.295265458e+01	-1.227684683e+01	1.528725373e+02	-1.651493841e+02
18.68           	1.590044337e+02	-1.305342638e+01	-1.240673749e+01	1.528010649e+02	-1.652078024e+02
18.72           	1.589997256e+02	-1.314454557e+01	-1.248634490e+01	1.527565531e+02	-1.652428980e+02
18.76           	1.589972875e+02	-1.322836801e+01	-1.261825173e+01	1.526881616e+02	-1.653064133e+02
18.8            	1.590764578e+02	-1.324576579e+01	-1.272869230e+01	1.527121116e+02	-1.654408039e+02
18.84           	1.589997486e+02	-1.339543466e+01	-1.283731396e+01	1.525810916e+02	-1.654184056e+02
18.88           	1.590016069e+02	-1.348547039e+01	-1.291338482e+01	1.525449145e+02	-1.654582993e+02
18.92           	1.590734846e+02	-1.349307259e+01	-1.305580673e+01	1.525455812e+02	-1.656013880e+02
18.96           	1.589918334e+02	-1.364426221e+01	-1.315965366e+01	1.524120065e+02	-1.655716602e+02
19              	1.590627386e+02	-1.366296565e+01	-1.326849077e+01	1.524284932e+02	-1.656969840e+02
19.04           	1.589827475e+02	-1.381257544e+01	-1.336311344e+01	1.523011908e+02	-1.656643043e+02
19.08           	1.589836952e+02	-1.389919522e+01	-1.342829292e+01	1.522695487e+02	-1.656978417e+02
19.12           	1.590548441e+02	-1.389845051e+01	-1.355849047e+01	1.522755989e+02	-1.658340894e+02
19.16           	1.589749346e+02	-1.404197190e+01	-1.364564886e+01	1.521521101e+02	-1.657977590e+02
19.2            	1.589664409e+02	-1.413158060e+01	-1.374216364e+01	1.520953591e+02	-1.658375228e+02
19.24           	1.589684988e+02	-1.421059761e+01	-1.379556847e+01	1.520707146e+02	-1.658662830e+02
19.28           	1.590422001e+02	-1.420713962e+01	-1.392354260e+01	1.520804288e+02	-1.660039714e+02
19.32           	1.589629395e+02	-1.435699701e+01	-1.400945310e+01	1.519582130e+02	-1.659676661e+02
19.36           	1.589641842e+02	-1.444377207e+01	-1.407390698e+01	1.519272307e+02	-1.660011377e+02
19.4            	1.590336618e+02	-1.444562082e+01	-1.419847084e+01	1.519344264e+02	-1.661328973e+02
19.44           	1.590355091e+02	-1.452746164e+01	-1.428586371e+01	1.518925773e+02	-1.661784410e+02
19.48           	1.589544029e+02	-1.468389671e+01	-1.437060313e+01	1.517691013e+02	-1.661397045e+02
19.52           	1.589504923e+02	-1.476591070e+01	-1.444178425e+01	1.517296002e+02	-1.661713844e+02
19.56           	1.589509678e+02	-1.484338871e+01	-1.452410027e+01	1.516889177e+02	-1.662130179e+02
19.6            	1.590197427e+02	-1.484658235e+01	-1.464348561e+01	1.516979999e+02	-1.663414855e+02
19.64           	1.589377849e+02	-1.499857684e+01	-1.472514649e+01	1.515752117e+02	-1.663003581e+02
19.68           	1.589357072e+02	-1.508651272e+01	-1.478294823e+01	1.515442331e+02	-1.663271813e+02
19.72           	1.590056926e+02	-1.508820623e+01	-1.490717867e+01	1.515521032e+02	-1.664592819e+02
19.76           	1.589245611e+02	-1.525047477e+01	-1.498950297e+01	1.514298096e+02	-1.664193126e+02
19.8            	1.589234037e+02	-1.534779272e+01	-1.504334897e+01	1.514017292e+02	-1.664450782e+02
19.84           	1.589914561e+02	-1.534851114e+01	-1.518245198e+01	1.514002301e+02	-1.665826821e+02
19.88           	1.589092827e+02	-1.551119735e+01	-1.526361010e+01	1.512774776e+02	-1.665410877e+02
19.92           	1.589056247e+02	-1.560206890e+01	-1.532445713e+01	1.512433962e+02	-1.665678533e+02
19.96           	1.589736296e+02	-1.560146997e+01	-1.545454326e+01	1.512463580e+02	-1.667009012e+02
20              	1.588911320e+02	-1.575825583e+01	-1.553397513e+01	1.511241445e+02	-1.666581196e+02
