# Forces        
# CofR          : (0.000000000e+00 0.000000000e+00 0.000000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
18.04           	((2.639161376e-01 -1.833435426e-03 6.868226670e-20) (9.373611278e-02 -2.435063946e-04 -2.319478872e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((4.583588564e-04 6.597903439e-02 1.930317885e-13) (6.087659865e-05 2.343402820e-02 7.231306928e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.08           	((2.638726359e-01 -1.909862404e-03 6.866837100e-20) (9.372535625e-02 -2.573162258e-04 -2.318926061e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((4.774656009e-04 6.596815897e-02 1.892706911e-13) (6.432905645e-05 2.343133906e-02 7.201621829e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.12           	((2.638304971e-01 -1.985569723e-03 6.865395005e-20) (9.371460748e-02 -2.712163685e-04 -2.318362337e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((4.963924308e-04 6.595762428e-02 1.857604782e-13) (6.780409212e-05 2.342865187e-02 7.166580368e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.16           	((2.637934299e-01 -2.060844107e-03 6.863641964e-20) (9.370388946e-02 -2.851817436e-04 -2.317786347e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.152110267e-04 6.594835747e-02 1.826394938e-13) (7.129543591e-05 2.342597236e-02 7.126275182e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.2            	((2.637542510e-01 -2.136556560e-03 6.862233537e-20) (9.369322431e-02 -2.992356505e-04 -2.317194038e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.341391401e-04 6.593856275e-02 1.796705146e-13) (7.480891262e-05 2.342330608e-02 7.080793450e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.24           	((2.637183112e-01 -2.203060633e-03 6.860821403e-20) (9.368263898e-02 -3.132237760e-04 -2.316623973e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.507651583e-04 6.592957779e-02 1.770035941e-13) (7.830594399e-05 2.342065975e-02 7.030210198e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.28           	((2.636807699e-01 -2.286223680e-03 6.859205525e-20) (9.367211750e-02 -3.274642236e-04 -2.315947160e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.715559201e-04 6.592019249e-02 1.753159250e-13) (8.186605590e-05 2.341802937e-02 6.974623012e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.32           	((2.636441054e-01 -2.359783806e-03 6.857643220e-20) (9.366165665e-02 -3.418516845e-04 -2.315377600e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.899459516e-04 6.591102634e-02 1.719967484e-13) (8.546292111e-05 2.341541416e-02 6.914054536e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.36           	((2.636043852e-01 -2.417077108e-03 6.856551022e-20) (9.365116648e-02 -3.557484302e-04 -2.314822727e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.042692770e-04 6.590109630e-02 1.698600028e-13) (8.893710756e-05 2.341279162e-02 6.848589803e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.4            	((2.635704632e-01 -2.482930533e-03 6.854982355e-20) (9.364086241e-02 -3.695920608e-04 -2.314177685e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.207326332e-04 6.589261580e-02 1.688534295e-13) (9.239801519e-05 2.341021560e-02 6.778345136e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.44           	((2.635323034e-01 -2.556296222e-03 6.853385415e-20) (9.363052189e-02 -3.836145540e-04 -2.313520231e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.390740554e-04 6.588307586e-02 1.673277402e-13) (9.590363851e-05 2.340763047e-02 6.703375236e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.48           	((2.634933236e-01 -2.628354858e-03 6.851998004e-20) (9.362016492e-02 -3.978349020e-04 -2.312857127e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.570887145e-04 6.587333089e-02 1.660852445e-13) (9.945872550e-05 2.340504123e-02 6.623713069e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.52           	((2.634582981e-01 -2.697777073e-03 6.850516349e-20) (9.360983110e-02 -4.121586003e-04 -2.312200275e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.744442682e-04 6.586457451e-02 1.651838388e-13) (1.030396501e-04 2.340245777e-02 6.539370478e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.56           	((2.634235874e-01 -2.763668514e-03 6.849130115e-20) (9.359970360e-02 -4.265000613e-04 -2.311547738e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.909171286e-04 6.585589685e-02 1.642692059e-13) (1.066250153e-04 2.339992590e-02 6.450355979e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.6            	((2.633889838e-01 -2.818309630e-03 6.847719688e-20) (9.358964819e-02 -4.405348568e-04 -2.310939042e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((7.045774075e-04 6.584724595e-02 1.633697518e-13) (1.101337142e-04 2.339741205e-02 6.356679288e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.64           	((2.633551527e-01 -2.883149218e-03 6.846248904e-20) (9.357959345e-02 -4.544228196e-04 -2.310281984e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((7.207873045e-04 6.583878818e-02 1.628773071e-13) (1.136057049e-04 2.339489836e-02 6.258419755e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.68           	((2.633176630e-01 -2.941043335e-03 6.845100982e-20) (9.356959487e-02 -4.684057367e-04 -2.309642799e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((7.352608338e-04 6.582941576e-02 1.623970056e-13) (1.171014342e-04 2.339239872e-02 6.155599529e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.72           	((2.632800476e-01 -2.991275179e-03 6.844055637e-20) (9.355957473e-02 -4.821390614e-04 -2.309032654e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((7.478187946e-04 6.582001191e-02 1.618603255e-13) (1.205347653e-04 2.338989368e-02 6.048221217e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.76           	((2.632465436e-01 -3.044740725e-03 6.842870338e-20) (9.354964013e-02 -4.955299884e-04 -2.308408828e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((7.611851814e-04 6.581163590e-02 1.615749635e-13) (1.238824971e-04 2.338741003e-02 5.936340823e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.8            	((2.632136808e-01 -3.092257240e-03 6.841698140e-20) (9.353985282e-02 -5.087560689e-04 -2.307804399e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((7.730643101e-04 6.580342020e-02 1.613498831e-13) (1.271890172e-04 2.338496321e-02 5.820005020e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.84           	((2.631791451e-01 -3.143957598e-03 6.840498754e-20) (9.353012140e-02 -5.219317269e-04 -2.307174163e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((7.859893994e-04 6.579478627e-02 1.613344874e-13) (1.304829317e-04 2.338253035e-02 5.699257170e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.88           	((2.631464485e-01 -3.186011381e-03 6.839275591e-20) (9.352041580e-02 -5.348483561e-04 -2.306589306e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((7.965028454e-04 6.578661213e-02 1.610623527e-13) (1.337120890e-04 2.338010395e-02 5.574110061e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.92           	((2.631129789e-01 -3.243162429e-03 6.838050026e-20) (9.351084425e-02 -5.477803787e-04 -2.305926445e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.107906073e-04 6.577824473e-02 1.613930344e-13) (1.369450947e-04 2.337771106e-02 5.444615225e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
18.96           	((2.630802166e-01 -3.276302459e-03 6.836930384e-20) (9.350130448e-02 -5.605659498e-04 -2.305361622e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.190756147e-04 6.577005415e-02 1.614520150e-13) (1.401414874e-04 2.337532612e-02 5.310755989e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19              	((2.630452173e-01 -3.313870470e-03 6.835974927e-20) (9.349177482e-02 -5.727664082e-04 -2.304771586e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.284676174e-04 6.576130433e-02 1.616189821e-13) (1.431916020e-04 2.337294371e-02 5.172578882e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.04           	((2.630133573e-01 -3.353067491e-03 6.834623010e-20) (9.348232302e-02 -5.847217013e-04 -2.304173911e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.382668726e-04 6.575333933e-02 1.618488329e-13) (1.461804253e-04 2.337058076e-02 5.030159026e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.08           	((2.629768053e-01 -3.386122512e-03 6.834253425e-20) (9.347285735e-02 -5.965487535e-04 -2.303587749e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.465306281e-04 6.574420133e-02 1.619917308e-13) (1.491371884e-04 2.336821434e-02 4.883555987e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.12           	((2.629477477e-01 -3.413999715e-03 6.833134793e-20) (9.346348092e-02 -6.080709591e-04 -2.303031190e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.534999288e-04 6.573693694e-02 1.622198469e-13) (1.520177398e-04 2.336587023e-02 4.732812942e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.16           	((2.629178098e-01 -3.447800974e-03 6.832211571e-20) (9.345426677e-02 -6.192405265e-04 -2.302445578e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.619502435e-04 6.572945246e-02 1.625860904e-13) (1.548101316e-04 2.336356669e-02 4.578014180e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.2            	((2.628867489e-01 -3.470155655e-03 6.831274049e-20) (9.344514453e-02 -6.301876340e-04 -2.301900311e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.675389138e-04 6.572168722e-02 1.628005456e-13) (1.575469085e-04 2.336128613e-02 4.419231431e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.24           	((2.628521436e-01 -3.496320732e-03 6.830457799e-20) (9.343600445e-02 -6.408260444e-04 -2.301324659e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.740801831e-04 6.571303590e-02 1.631711259e-13) (1.602065111e-04 2.335900111e-02 4.256544914e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.28           	((2.628198946e-01 -3.517301809e-03 6.829411032e-20) (9.342689124e-02 -6.511187584e-04 -2.300768166e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.793254524e-04 6.570497366e-02 1.635423567e-13) (1.627796896e-04 2.335672281e-02 4.090035174e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.32           	((2.627874347e-01 -3.526193509e-03 6.828726479e-20) (9.341775499e-02 -6.609197483e-04 -2.300255270e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.815483772e-04 6.569685868e-02 1.636221540e-13) (1.652299371e-04 2.335443875e-02 3.919803398e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.36           	((2.627562602e-01 -3.537479930e-03 6.828056647e-20) (9.340866046e-02 -6.702281257e-04 -2.299718875e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.843699825e-04 6.568906504e-02 1.640395719e-13) (1.675570314e-04 2.335216512e-02 3.745991363e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.4            	((2.627197116e-01 -3.543944737e-03 6.827477899e-20) (9.339951998e-02 -6.792062220e-04 -2.299195388e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.859861842e-04 6.567992791e-02 1.641013714e-13) (1.698015555e-04 2.334987999e-02 3.568736643e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.44           	((2.626892413e-01 -3.547252720e-03 6.826512147e-20) (9.339048641e-02 -6.877293320e-04 -2.298660347e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.868131800e-04 6.567231032e-02 1.651272435e-13) (1.719323330e-04 2.334762160e-02 3.388173807e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.48           	((2.626552896e-01 -3.548302012e-03 6.825965165e-20) (9.338143757e-02 -6.956542761e-04 -2.298135186e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.870755029e-04 6.566382240e-02 1.656374690e-13) (1.739135690e-04 2.334535939e-02 3.204453107e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.52           	((2.626247903e-01 -3.549593621e-03 6.825105583e-20) (9.337242664e-02 -7.032534238e-04 -2.297598500e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.873984053e-04 6.565619756e-02 1.664174441e-13) (1.758133559e-04 2.334310666e-02 3.017753312e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.56           	((2.625947592e-01 -3.544520597e-03 6.824478897e-20) (9.336348977e-02 -7.104314077e-04 -2.297070280e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.861301491e-04 6.564868980e-02 1.674615308e-13) (1.776078519e-04 2.334087244e-02 2.828237599e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.6            	((2.625663235e-01 -3.537098915e-03 6.824330242e-20) (9.335466559e-02 -7.171814645e-04 -2.296535942e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.842747287e-04 6.564158087e-02 1.687987857e-13) (1.792953661e-04 2.333866640e-02 2.636070522e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.64           	((2.625363511e-01 -3.524952015e-03 6.823864150e-20) (9.334592045e-02 -7.234049771e-04 -2.296013492e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.812380038e-04 6.563408778e-02 1.697737003e-13) (1.808512443e-04 2.333648011e-02 2.441417814e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.68           	((2.625116643e-01 -3.512230498e-03 6.822852951e-20) (9.333724465e-02 -7.291600301e-04 -2.295477160e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.780576245e-04 6.562791607e-02 1.711994262e-13) (1.822900075e-04 2.333431116e-02 2.244494818e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.72           	((2.624807243e-01 -3.492183806e-03 6.822524447e-20) (9.332866938e-02 -7.344143636e-04 -2.294967920e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.730459516e-04 6.562018108e-02 1.723055292e-13) (1.836035909e-04 2.333216734e-02 2.045490104e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.76           	((2.624477199e-01 -3.477442227e-03 6.822062076e-20) (9.332004762e-02 -7.392997431e-04 -2.294416565e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.693605568e-04 6.561192998e-02 1.739500471e-13) (1.848249358e-04 2.333001191e-02 1.844627707e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.8            	((2.624143009e-01 -3.444656433e-03 6.821995377e-20) (9.331129244e-02 -7.434251370e-04 -2.293923137e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.611641082e-04 6.560357522e-02 1.754857110e-13) (1.858562842e-04 2.332782311e-02 1.642118337e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.84           	((2.623847016e-01 -3.415124919e-03 6.821811306e-20) (9.330261050e-02 -7.471260887e-04 -2.293416633e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.537812297e-04 6.559617541e-02 1.772596826e-13) (1.867815222e-04 2.332565263e-02 1.438202133e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.88           	((2.623494247e-01 -3.384680834e-03 6.821693280e-20) (9.329392248e-02 -7.502781188e-04 -2.292892586e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.461702085e-04 6.558735619e-02 1.793422182e-13) (1.875695297e-04 2.332348062e-02 1.233119066e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.92           	((2.623207845e-01 -3.342996241e-03 6.821412469e-20) (9.328524335e-02 -7.527401132e-04 -2.292428196e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.357490603e-04 6.558019613e-02 1.810858321e-13) (1.881850283e-04 2.332131084e-02 1.027111421e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
19.96           	((2.622882028e-01 -3.307655921e-03 6.821230054e-20) (9.327658060e-02 -7.546953743e-04 -2.291903322e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.269139803e-04 6.557205071e-02 1.835571625e-13) (1.886738436e-04 2.331914515e-02 8.204599052e-06) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20              	((2.622575912e-01 -3.272973158e-03 6.821280298e-20) (9.326792257e-02 -7.564697894e-04 -2.291362934e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.182432895e-04 6.556439780e-02 1.863778229e-13) (1.891174474e-04 2.331698064e-02 6.133820019e-06) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.04           	((2.622289079e-01 -3.229518423e-03 6.821330440e-20) (9.325933002e-02 -7.577138294e-04 -2.290863461e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((8.073796058e-04 6.555722697e-02 1.889391421e-13) (1.894284573e-04 2.331483250e-02 4.060531573e-06) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.08           	((2.621977849e-01 -3.184314274e-03 6.821489179e-20) (9.325077378e-02 -7.583528708e-04 -2.290351663e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((7.960785684e-04 6.554944623e-02 1.919213486e-13) (1.895882177e-04 2.331269345e-02 1.987189599e-06) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.12           	((2.621689453e-01 -3.134196815e-03 6.821540193e-20) (9.324226546e-02 -7.584676380e-04 -2.289857412e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((7.835492037e-04 6.554223633e-02 1.950113248e-13) (1.896169095e-04 2.331056636e-02 -8.381356754e-08) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.16           	((2.621383720e-01 -3.078600348e-03 6.821616532e-20) (9.323374051e-02 -7.580625074e-04 -2.289384236e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((7.696500871e-04 6.553459300e-02 1.980262742e-13) (1.895156268e-04 2.330843513e-02 -2.150273424e-06) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.2            	((2.621085354e-01 -3.022844823e-03 6.821889194e-20) (9.322531109e-02 -7.569856786e-04 -2.288891995e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((7.557112058e-04 6.552713385e-02 2.016024066e-13) (1.892464197e-04 2.330632777e-02 -4.209663623e-06) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.24           	((2.620799009e-01 -2.962093465e-03 6.822338939e-20) (9.321691787e-02 -7.553415633e-04 -2.288425198e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((7.405233663e-04 6.551997522e-02 2.050902850e-13) (1.888353908e-04 2.330422947e-02 -6.259712360e-06) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.28           	((2.620425080e-01 -2.895608524e-03 6.822919941e-20) (9.320833093e-02 -7.530962107e-04 -2.287969618e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((7.239021309e-04 6.551062699e-02 2.083895122e-13) (1.882740527e-04 2.330208273e-02 -8.298076012e-06) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.32           	((2.620080104e-01 -2.834422239e-03 6.823034831e-20) (9.319956512e-02 -7.503718227e-04 -2.287498148e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((7.086055597e-04 6.550200260e-02 2.119467796e-13) (1.875929557e-04 2.329989128e-02 -1.032224094e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.36           	((2.619778752e-01 -2.764361711e-03 6.823715199e-20) (9.319098116e-02 -7.470928393e-04 -2.287064355e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.910904277e-04 6.549446881e-02 2.156950833e-13) (1.867732098e-04 2.329774529e-02 -1.233009619e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.4            	((2.619489790e-01 -2.695115443e-03 6.824246162e-20) (9.318248624e-02 -7.432778376e-04 -2.286626329e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.737788607e-04 6.548724474e-02 2.197218102e-13) (1.858194594e-04 2.329562156e-02 -1.431943783e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.44           	((2.619189176e-01 -2.622056471e-03 6.824946267e-20) (9.317406751e-02 -7.389642479e-04 -2.286207250e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.555141178e-04 6.547972940e-02 2.237893031e-13) (1.847410620e-04 2.329351688e-02 -1.628825223e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.48           	((2.618906284e-01 -2.544512068e-03 6.825517656e-20) (9.316561621e-02 -7.340928724e-04 -2.285808620e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.361280170e-04 6.547265709e-02 2.279797445e-13) (1.835232181e-04 2.329140405e-02 -1.823460875e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.52           	((2.618608527e-01 -2.463023420e-03 6.826213341e-20) (9.315732186e-02 -7.285725725e-04 -2.285437898e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((6.157558550e-04 6.546521318e-02 2.320173133e-13) (1.821431431e-04 2.328933047e-02 -2.015643751e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.56           	((2.618314559e-01 -2.383030769e-03 6.827052078e-20) (9.314903201e-02 -7.225741605e-04 -2.285060130e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.957576923e-04 6.545786397e-02 2.363946712e-13) (1.806435401e-04 2.328725800e-02 -2.205169750e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.6            	((2.617953131e-01 -2.289984466e-03 6.828067867e-20) (9.314063141e-02 -7.157947733e-04 -2.284738809e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.724961164e-04 6.544882826e-02 2.405727527e-13) (1.789486933e-04 2.328515785e-02 -2.391870750e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.64           	((2.617729687e-01 -2.208621085e-03 6.828819104e-20) (9.313240663e-02 -7.086630746e-04 -2.284414763e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.521552712e-04 6.544324217e-02 2.441811944e-13) (1.771657687e-04 2.328310166e-02 -2.575535834e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.68           	((2.617415954e-01 -2.123188070e-03 6.829570661e-20) (9.312423996e-02 -7.010730551e-04 -2.284089313e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.307970174e-04 6.543539885e-02 2.485338324e-13) (1.752682638e-04 2.328105999e-02 -2.755980060e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.72           	((2.617130005e-01 -2.030124771e-03 6.830652303e-20) (9.311606988e-02 -6.929140365e-04 -2.283812453e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((5.075311928e-04 6.542825011e-02 2.525575235e-13) (1.732285091e-04 2.327901747e-02 -2.933062167e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.76           	((2.616871305e-01 -1.937349106e-03 6.831524713e-20) (9.310801301e-02 -6.842427929e-04 -2.283543389e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((4.843372764e-04 6.542178261e-02 2.570062219e-13) (1.710606982e-04 2.327700325e-02 -3.106617581e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.8            	((2.616604203e-01 -1.841304431e-03 6.832737932e-20) (9.309993139e-02 -6.750342432e-04 -2.283313790e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((4.603261078e-04 6.541510508e-02 2.608219630e-13) (1.687585608e-04 2.327498285e-02 -3.276509113e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.84           	((2.616412311e-01 -1.742453686e-03 6.833800998e-20) (9.309213323e-02 -6.652348565e-04 -2.283097674e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((4.356134216e-04 6.541030778e-02 2.653203178e-13) (1.663087141e-04 2.327303331e-02 -3.442578820e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.88           	((2.616117194e-01 -1.647363181e-03 6.834884838e-20) (9.308444320e-02 -6.550164201e-04 -2.282908378e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((4.118407953e-04 6.540292986e-02 2.683647575e-13) (1.637541050e-04 2.327111080e-02 -3.604691432e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.92           	((2.615849614e-01 -1.548992393e-03 6.836062748e-20) (9.307676245e-02 -6.444275721e-04 -2.282719198e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((3.872480984e-04 6.539624036e-02 2.724114337e-13) (1.611068930e-04 2.326919061e-02 -3.762689037e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
20.96           	((2.615586473e-01 -1.439274206e-03 6.837237001e-20) (9.306911469e-02 -6.331447040e-04 -2.282615677e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((3.598185515e-04 6.538966184e-02 2.755803398e-13) (1.582861760e-04 2.326727867e-02 -3.916466320e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
21              	((2.615222998e-01 -1.320467647e-03 6.839021926e-20) (9.306125221e-02 -6.210752694e-04 -2.282533735e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((3.301169116e-04 6.538057496e-02 2.791009611e-13) (1.552688173e-04 2.326531305e-02 -4.065865794e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
21.04           	((2.614977173e-01 -1.202083546e-03 6.840407558e-20) (9.305353439e-02 -6.080293197e-04 -2.282465247e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((3.005208864e-04 6.537442933e-02 2.831537088e-13) (1.520073299e-04 2.326338360e-02 -4.210704273e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
21.08           	((2.614779006e-01 -1.099220384e-03 6.841468266e-20) (9.304595211e-02 -5.947611063e-04 -2.282391943e-20) (0.000000000e+00 0.000000000e+00 0.000000000e+00)) ((2.748050961e-04 6.536947515e-02 2.860244593e-13) (1.486902766e-04 2.326148803e-02 -4.350822636e-05) (0.000000000e+00 0.000000000e+00 0.000000000e+00))
