# Time          	Cm              	Cd              	Cl              	Cl(f)           	Cl(r)           
13,64	-7,05E-04	7,67E+00	-1,08E-02	-6,10E-03	-4,69E-03
13,68	-7,05E-04	7,67E+00	-1,08E-02	-6,10E-03	-4,69E-03
13,72	-7,05E-04	7,67E+00	-1,08E-02	-6,10E-03	-4,69E-03
13,76	-7,05E-04	7,67E+00	-1,08E-02	-6,10E-03	-4,69E-03
13,8	-7,05E-04	7,66E+00	-1,08E-02	-6,10E-03	-4,69E-03
13,84	-7,04E-04	7,66E+00	-1,08E-02	-6,10E-03	-4,69E-03
13,88	-7,04E-04	7,66E+00	-1,08E-02	-6,10E-03	-4,69E-03
13,92	-7,04E-04	7,66E+00	-1,08E-02	-6,10E-03	-4,69E-03
13,96	-7,04E-04	7,66E+00	-1,08E-02	-6,10E-03	-4,69E-03
14	-7,04E-04	7,66E+00	-1,08E-02	-6,10E-03	-4,69E-03
14,04	-7,04E-04	7,66E+00	-1,08E-02	-6,11E-03	-4,70E-03
14,08	-7,04E-04	7,66E+00	-1,08E-02	-6,11E-03	-4,70E-03
14,12	-7,04E-04	7,66E+00	-1,08E-02	-6,11E-03	-4,70E-03
14,16	-7,03E-04	7,66E+00	-1,08E-02	-6,11E-03	-4,70E-03
14,2	-7,03E-04	7,66E+00	-1,08E-02	-6,11E-03	-4,70E-03
14,24	-7,03E-04	7,66E+00	-1,08E-02	-6,11E-03	-4,70E-03
14,28	-7,03E-04	7,66E+00	-1,08E-02	-6,11E-03	-4,70E-03
14,32	-7,03E-04	7,66E+00	-1,08E-02	-6,11E-03	-4,70E-03
14,36	-7,03E-04	7,66E+00	-1,08E-02	-6,11E-03	-4,70E-03
14,4	-7,03E-04	7,66E+00	-1,08E-02	-6,11E-03	-4,70E-03
14,44	-7,03E-04	7,66E+00	-1,08E-02	-6,11E-03	-4,71E-03
14,48	-7,03E-04	7,66E+00	-1,08E-02	-6,11E-03	-4,71E-03
14,52	-7,03E-04	7,66E+00	-1,08E-02	-6,11E-03	-4,71E-03
14,56	-7,02E-04	7,66E+00	-1,08E-02	-6,11E-03	-4,71E-03
14,6	-7,02E-04	7,66E+00	-1,08E-02	-6,11E-03	-4,71E-03
14,64	-7,02E-04	7,66E+00	-1,08E-02	-6,11E-03	-4,71E-03
14,68	-7,02E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,71E-03
14,72	-7,02E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,72E-03
14,76	-7,02E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,72E-03
14,8	-7,02E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,71E-03
14,84	-7,02E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,71E-03
14,88	-7,02E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,71E-03
14,92	-7,02E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,72E-03
14,96	-7,02E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,71E-03
15	-7,01E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,71E-03
15,04	-7,01E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,71E-03
15,08	-7,01E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,71E-03
15,12	-7,01E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,72E-03
15,16	-7,01E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,72E-03
15,2	-7,01E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,72E-03
15,24	-7,01E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,72E-03
15,28	-7,01E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,72E-03
15,32	-7,01E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,72E-03
15,36	-7,01E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,72E-03
15,4	-7,01E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,72E-03
15,44	-7,01E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,72E-03
15,48	-7,01E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,72E-03
15,52	-7,01E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,72E-03
15,56	-7,01E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,72E-03
15,6	-7,01E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,72E-03
15,64	-7,00E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,72E-03
15,68	-7,00E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,72E-03
15,72	-7,00E-04	7,65E+00	-1,08E-02	-6,12E-03	-4,72E-03
15,76	-7,00E-04	7,64E+00	-1,08E-02	-6,12E-03	-4,72E-03
15,8	-7,00E-04	7,64E+00	-1,08E-02	-6,12E-03	-4,72E-03
15,84	-7,00E-04	7,64E+00	-1,08E-02	-6,12E-03	-4,72E-03
15,88	-7,00E-04	7,64E+00	-1,08E-02	-6,13E-03	-4,72E-03
15,92	-7,00E-04	7,64E+00	-1,08E-02	-6,12E-03	-4,72E-03
15,96	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,73E-03
16	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,73E-03
16,04	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,73E-03
16,08	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,73E-03
16,12	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,73E-03
16,16	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,73E-03
16,2	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,73E-03
16,24	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,73E-03
16,28	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,73E-03
16,32	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,73E-03
16,36	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,73E-03
16,4	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,73E-03
16,44	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,73E-03
16,48	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,73E-03
16,52	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,73E-03
16,56	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,73E-03
16,6	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,73E-03
16,64	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,73E-03
16,68	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,73E-03
16,72	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,74E-03
16,76	-7,00E-04	7,64E+00	-1,09E-02	-6,13E-03	-4,74E-03
16,8	-7,00E-04	7,64E+00	-1,09E-02	-6,14E-03	-4,74E-03
16,84	-7,00E-04	7,64E+00	-1,09E-02	-6,14E-03	-4,74E-03
16,88	-7,00E-04	7,64E+00	-1,09E-02	-6,14E-03	-4,74E-03
16,92	-7,00E-04	7,64E+00	-1,09E-02	-6,14E-03	-4,74E-03
16,96	-7,00E-04	7,64E+00	-1,09E-02	-6,14E-03	-4,74E-03
17	-7,00E-04	7,64E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,04	-7,00E-04	7,64E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,08	-7,00E-04	7,64E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,12	-6,99E-04	7,64E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,16	-6,99E-04	7,64E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,2	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,24	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,28	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,32	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,36	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,4	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,44	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,48	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,52	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,56	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,6	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,64	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,68	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,72	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,76	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,8	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,84	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,88	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,92	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
17,96	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
18	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
18,04	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
18,08	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
18,12	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
18,16	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
18,2	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,74E-03
18,24	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,75E-03
18,28	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,75E-03
18,32	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,75E-03
18,36	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,75E-03
18,4	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,75E-03
18,44	-6,99E-04	7,63E+00	-1,09E-02	-6,14E-03	-4,75E-03
18,48	-6,99E-04	7,63E+00	-1,09E-02	-6,15E-03	-4,75E-03
18,52	-6,99E-04	7,63E+00	-1,09E-02	-6,15E-03	-4,75E-03
18,56	-6,99E-04	7,63E+00	-1,09E-02	-6,15E-03	-4,75E-03
18,6	-6,99E-04	7,63E+00	-1,09E-02	-6,15E-03	-4,75E-03
18,64	-6,99E-04	7,63E+00	-1,09E-02	-6,15E-03	-4,75E-03
18,68	-6,99E-04	7,63E+00	-1,09E-02	-6,15E-03	-4,75E-03
18,72	-6,99E-04	7,63E+00	-1,09E-02	-6,15E-03	-4,75E-03
18,76	-6,99E-04	7,63E+00	-1,09E-02	-6,15E-03	-4,75E-03
18,8	-6,99E-04	7,63E+00	-1,09E-02	-6,15E-03	-4,75E-03
18,84	-6,99E-04	7,63E+00	-1,09E-02	-6,15E-03	-4,75E-03
18,88	-7,00E-04	7,63E+00	-1,09E-02	-6,15E-03	-4,75E-03
18,92	-7,00E-04	7,63E+00	-1,09E-02	-6,15E-03	-4,75E-03
18,96	-7,00E-04	7,63E+00	-1,09E-02	-6,15E-03	-4,75E-03
19	-7,00E-04	7,63E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,04	-7,00E-04	7,63E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,08	-7,00E-04	7,63E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,12	-7,00E-04	7,63E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,16	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,2	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,24	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,28	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,32	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,36	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,4	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,44	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,48	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,52	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,56	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,6	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,64	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,68	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,72	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,76	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,8	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,84	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,88	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,92	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
19,96	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
20	-7,00E-04	7,62E+00	-1,09E-02	-6,15E-03	-4,75E-03
